*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/bingo.ini

trace_0 /home/functionmain/桌面/Pythia/traces/445.gobmk-36B.champsimtrace.xz
Heartbeat CPU  0 instructions:    2000000 cycles:    2306974 heartbeat IPC: 0.85945 cumulative IPC: 0.86694 (Simulation time: 0 hr 0 min 3 sec) 
Heartbeat CPU  0 instructions:    3000000 cycles:    3459370 heartbeat IPC: 0.86776 cumulative IPC: 0.86721 (Simulation time: 0 hr 0 min 4 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    4510733 heartbeat IPC: 0.95115 cumulative IPC: 0.88677 (Simulation time: 0 hr 0 min 5 sec) 
Heartbeat CPU  0 instructions:    5000001 cycles:    5594467 heartbeat IPC: 0.92274 cumulative IPC: 0.89374 (Simulation time: 0 hr 0 min 6 sec) 
Heartbeat CPU  0 instructions:    6000000 cycles:    6675423 heartbeat IPC: 0.92511 cumulative IPC: 0.89882 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  0 instructions:    7000002 cycles:    7776649 heartbeat IPC: 0.90808 cumulative IPC: 0.90013 (Simulation time: 0 hr 0 min 9 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    8891553 heartbeat IPC: 0.89694 cumulative IPC: 0.89973 (Simulation time: 0 hr 0 min 10 sec) 
Heartbeat CPU  0 instructions:    9000002 cycles:   10003258 heartbeat IPC: 0.89952 cumulative IPC: 0.89971 (Simulation time: 0 hr 0 min 11 sec) 
Heartbeat CPU  0 instructions:   10000000 cycles:   10942605 heartbeat IPC: 1.06457 cumulative IPC: 0.91386 (Simulation time: 0 hr 0 min 12 sec) 
Heartbeat CPU  0 instructions:   11000002 cycles:   11926506 heartbeat IPC: 1.01636 cumulative IPC: 0.92232 (Simulation time: 0 hr 0 min 13 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:   13064800 heartbeat IPC: 0.87851 cumulative IPC: 0.91850 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  0 instructions:   13000001 cycles:   14085545 heartbeat IPC: 0.97968 cumulative IPC: 0.92293 (Simulation time: 0 hr 0 min 15 sec) 
Heartbeat CPU  0 instructions:   14000001 cycles:   15202448 heartbeat IPC: 0.89533 cumulative IPC: 0.92090 (Simulation time: 0 hr 0 min 16 sec) 
Heartbeat CPU  0 instructions:   15000003 cycles:   16231971 heartbeat IPC: 0.97133 cumulative IPC: 0.92410 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:   17274232 heartbeat IPC: 0.95945 cumulative IPC: 0.92624 (Simulation time: 0 hr 0 min 19 sec) 
Heartbeat CPU  0 instructions:   17000001 cycles:   18299095 heartbeat IPC: 0.97574 cumulative IPC: 0.92901 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  0 instructions:   18000001 cycles:   19403052 heartbeat IPC: 0.90583 cumulative IPC: 0.92769 (Simulation time: 0 hr 0 min 21 sec) 
Heartbeat CPU  0 instructions:   19000003 cycles:   20431391 heartbeat IPC: 0.97244 cumulative IPC: 0.92994 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:   21405213 heartbeat IPC: 1.02688 cumulative IPC: 0.93435 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  0 instructions:   21000002 cycles:   22409256 heartbeat IPC: 0.99598 cumulative IPC: 0.93711 (Simulation time: 0 hr 0 min 25 sec) 
Heartbeat CPU  0 instructions:   22000002 cycles:   23400752 heartbeat IPC: 1.00858 cumulative IPC: 0.94014 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  0 instructions:   23000000 cycles:   24440000 heartbeat IPC: 0.96223 cumulative IPC: 0.94108 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   25395787 heartbeat IPC: 1.04626 cumulative IPC: 0.94504 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  0 instructions:   25000000 cycles:   26453751 heartbeat IPC: 0.94521 cumulative IPC: 0.94505 (Simulation time: 0 hr 0 min 29 sec) 
Heartbeat CPU  0 instructions:   26000001 cycles:   27516061 heartbeat IPC: 0.94135 cumulative IPC: 0.94490 (Simulation time: 0 hr 0 min 31 sec) 
Heartbeat CPU  0 instructions:   27000001 cycles:   28503388 heartbeat IPC: 1.01284 cumulative IPC: 0.94726 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   29565292 heartbeat IPC: 0.94170 cumulative IPC: 0.94706 (Simulation time: 0 hr 0 min 33 sec) 
Heartbeat CPU  0 instructions:   29000002 cycles:   30602028 heartbeat IPC: 0.96457 cumulative IPC: 0.94765 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  0 instructions:   30000001 cycles:   31599313 heartbeat IPC: 1.00272 cumulative IPC: 0.94939 (Simulation time: 0 hr 0 min 35 sec) 
Heartbeat CPU  0 instructions:   31000002 cycles:   32708802 heartbeat IPC: 0.90132 cumulative IPC: 0.94776 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   33757673 heartbeat IPC: 0.95340 cumulative IPC: 0.94793 (Simulation time: 0 hr 0 min 38 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   34824505 heartbeat IPC: 0.93735 cumulative IPC: 0.94761 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:   34000000 cycles:   35870703 heartbeat IPC: 0.95584 cumulative IPC: 0.94785 (Simulation time: 0 hr 0 min 40 sec) 
Heartbeat CPU  0 instructions:   35000003 cycles:   36866516 heartbeat IPC: 1.00421 cumulative IPC: 0.94937 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   37962466 heartbeat IPC: 0.91245 cumulative IPC: 0.94831 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  0 instructions:   37000003 cycles:   39023413 heartbeat IPC: 0.94256 cumulative IPC: 0.94815 (Simulation time: 0 hr 0 min 44 sec) 
Heartbeat CPU  0 instructions:   38000002 cycles:   40046137 heartbeat IPC: 0.97778 cumulative IPC: 0.94891 (Simulation time: 0 hr 0 min 45 sec) 
Heartbeat CPU  0 instructions:   39000003 cycles:   41098762 heartbeat IPC: 0.95001 cumulative IPC: 0.94893 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   42174342 heartbeat IPC: 0.92973 cumulative IPC: 0.94844 (Simulation time: 0 hr 0 min 47 sec) 
Heartbeat CPU  0 instructions:   41000003 cycles:   43296366 heartbeat IPC: 0.89125 cumulative IPC: 0.94696 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  0 instructions:   42000001 cycles:   44325955 heartbeat IPC: 0.97126 cumulative IPC: 0.94753 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  0 instructions:   43000002 cycles:   45345455 heartbeat IPC: 0.98087 cumulative IPC: 0.94828 (Simulation time: 0 hr 0 min 51 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   46428844 heartbeat IPC: 0.92303 cumulative IPC: 0.94769 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  0 instructions:   45000001 cycles:   47543549 heartbeat IPC: 0.89710 cumulative IPC: 0.94650 (Simulation time: 0 hr 0 min 53 sec) 
Heartbeat CPU  0 instructions:   46000002 cycles:   48600772 heartbeat IPC: 0.94588 cumulative IPC: 0.94649 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  0 instructions:   47000003 cycles:   49567841 heartbeat IPC: 1.03405 cumulative IPC: 0.94820 (Simulation time: 0 hr 0 min 55 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   50569483 heartbeat IPC: 0.99836 cumulative IPC: 0.94919 (Simulation time: 0 hr 0 min 57 sec) 
Heartbeat CPU  0 instructions:   49000000 cycles:   51625986 heartbeat IPC: 0.94652 cumulative IPC: 0.94913 (Simulation time: 0 hr 0 min 58 sec) 
Heartbeat CPU  0 instructions:   50000001 cycles:   52671765 heartbeat IPC: 0.95623 cumulative IPC: 0.94928 (Simulation time: 0 hr 0 min 59 sec) 
Heartbeat CPU  0 instructions:   51000001 cycles:   53720652 heartbeat IPC: 0.95339 cumulative IPC: 0.94936 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   54788263 heartbeat IPC: 0.93667 cumulative IPC: 0.94911 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  0 instructions:   53000000 cycles:   55895428 heartbeat IPC: 0.90321 cumulative IPC: 0.94820 (Simulation time: 0 hr 1 min 2 sec) 
Heartbeat CPU  0 instructions:   54000003 cycles:   57012754 heartbeat IPC: 0.89500 cumulative IPC: 0.94716 (Simulation time: 0 hr 1 min 4 sec) 
Heartbeat CPU  0 instructions:   55000003 cycles:   58100665 heartbeat IPC: 0.91919 cumulative IPC: 0.94663 (Simulation time: 0 hr 1 min 5 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   59161291 heartbeat IPC: 0.94284 cumulative IPC: 0.94656 (Simulation time: 0 hr 1 min 6 sec) 
Heartbeat CPU  0 instructions:   57000000 cycles:   60267436 heartbeat IPC: 0.90404 cumulative IPC: 0.94578 (Simulation time: 0 hr 1 min 7 sec) 
Heartbeat CPU  0 instructions:   58000000 cycles:   61311538 heartbeat IPC: 0.95776 cumulative IPC: 0.94599 (Simulation time: 0 hr 1 min 8 sec) 
Heartbeat CPU  0 instructions:   59000003 cycles:   62422089 heartbeat IPC: 0.90046 cumulative IPC: 0.94518 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   63490915 heartbeat IPC: 0.93560 cumulative IPC: 0.94502 (Simulation time: 0 hr 1 min 11 sec) 
Heartbeat CPU  0 instructions:   61000001 cycles:   64631453 heartbeat IPC: 0.87678 cumulative IPC: 0.94381 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   62000001 cycles:   65681456 heartbeat IPC: 0.95238 cumulative IPC: 0.94395 (Simulation time: 0 hr 1 min 13 sec) 
Heartbeat CPU  0 instructions:   63000000 cycles:   66732603 heartbeat IPC: 0.95134 cumulative IPC: 0.94407 (Simulation time: 0 hr 1 min 14 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   67805446 heartbeat IPC: 0.93210 cumulative IPC: 0.94388 (Simulation time: 0 hr 1 min 15 sec) 
Heartbeat CPU  0 instructions:   65000000 cycles:   68886894 heartbeat IPC: 0.92469 cumulative IPC: 0.94358 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  0 instructions:   66000000 cycles:   69977913 heartbeat IPC: 0.91657 cumulative IPC: 0.94315 (Simulation time: 0 hr 1 min 18 sec) 
Heartbeat CPU  0 instructions:   67000000 cycles:   71009197 heartbeat IPC: 0.96966 cumulative IPC: 0.94354 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   72064871 heartbeat IPC: 0.94726 cumulative IPC: 0.94359 (Simulation time: 0 hr 1 min 20 sec) 
Heartbeat CPU  0 instructions:   69000003 cycles:   73152904 heartbeat IPC: 0.91909 cumulative IPC: 0.94323 (Simulation time: 0 hr 1 min 22 sec) 
Heartbeat CPU  0 instructions:   70000001 cycles:   74334273 heartbeat IPC: 0.84647 cumulative IPC: 0.94169 (Simulation time: 0 hr 1 min 23 sec) 
Heartbeat CPU  0 instructions:   71000001 cycles:   75352782 heartbeat IPC: 0.98183 cumulative IPC: 0.94223 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   76424646 heartbeat IPC: 0.93295 cumulative IPC: 0.94210 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  0 instructions:   73000002 cycles:   77552458 heartbeat IPC: 0.88667 cumulative IPC: 0.94130 (Simulation time: 0 hr 1 min 26 sec) 
Heartbeat CPU  0 instructions:   74000000 cycles:   78629306 heartbeat IPC: 0.92863 cumulative IPC: 0.94112 (Simulation time: 0 hr 1 min 27 sec) 
Heartbeat CPU  0 instructions:   75000001 cycles:   79707070 heartbeat IPC: 0.92785 cumulative IPC: 0.94095 (Simulation time: 0 hr 1 min 29 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   80683821 heartbeat IPC: 1.02380 cumulative IPC: 0.94195 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  0 instructions:   77000001 cycles:   81772009 heartbeat IPC: 0.91896 cumulative IPC: 0.94164 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  0 instructions:   78000000 cycles:   82822270 heartbeat IPC: 0.95214 cumulative IPC: 0.94178 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  0 instructions:   79000000 cycles:   83935310 heartbeat IPC: 0.89844 cumulative IPC: 0.94120 (Simulation time: 0 hr 1 min 33 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   84937552 heartbeat IPC: 0.99776 cumulative IPC: 0.94187 (Simulation time: 0 hr 1 min 34 sec) 
Heartbeat CPU  0 instructions:   81000003 cycles:   85954201 heartbeat IPC: 0.98363 cumulative IPC: 0.94236 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  0 instructions:   82000002 cycles:   87049872 heartbeat IPC: 0.91268 cumulative IPC: 0.94199 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  0 instructions:   83000001 cycles:   88143490 heartbeat IPC: 0.91440 cumulative IPC: 0.94165 (Simulation time: 0 hr 1 min 38 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   89097013 heartbeat IPC: 1.04874 cumulative IPC: 0.94279 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  0 instructions:   85000001 cycles:   90237175 heartbeat IPC: 0.87707 cumulative IPC: 0.94196 (Simulation time: 0 hr 1 min 40 sec) 
Heartbeat CPU  0 instructions:   86000000 cycles:   91399995 heartbeat IPC: 0.85998 cumulative IPC: 0.94092 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  0 instructions:   87000000 cycles:   92497788 heartbeat IPC: 0.91092 cumulative IPC: 0.94056 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   93591956 heartbeat IPC: 0.91394 cumulative IPC: 0.94025 (Simulation time: 0 hr 1 min 44 sec) 
Heartbeat CPU  0 instructions:   89000001 cycles:   94734313 heartbeat IPC: 0.87538 cumulative IPC: 0.93947 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  0 instructions:   90000000 cycles:   95868771 heartbeat IPC: 0.88148 cumulative IPC: 0.93878 (Simulation time: 0 hr 1 min 46 sec) 
Heartbeat CPU  0 instructions:   91000000 cycles:   97034050 heartbeat IPC: 0.85816 cumulative IPC: 0.93782 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   98069314 heartbeat IPC: 0.96594 cumulative IPC: 0.93811 (Simulation time: 0 hr 1 min 49 sec) 
Heartbeat CPU  0 instructions:   93000003 cycles:   99033362 heartbeat IPC: 1.03730 cumulative IPC: 0.93908 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  0 instructions:   94000003 cycles:  100162296 heartbeat IPC: 0.88579 cumulative IPC: 0.93848 (Simulation time: 0 hr 1 min 51 sec) 
Heartbeat CPU  0 instructions:   95000000 cycles:  101215316 heartbeat IPC: 0.94965 cumulative IPC: 0.93859 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:  102305371 heartbeat IPC: 0.91738 cumulative IPC: 0.93837 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  0 instructions:   97000000 cycles:  103422889 heartbeat IPC: 0.89484 cumulative IPC: 0.93790 (Simulation time: 0 hr 1 min 55 sec) 
Heartbeat CPU  0 instructions:   98000001 cycles:  104415234 heartbeat IPC: 1.00772 cumulative IPC: 0.93856 (Simulation time: 0 hr 1 min 56 sec) 
Heartbeat CPU  0 instructions:   99000000 cycles:  105443373 heartbeat IPC: 0.97263 cumulative IPC: 0.93889 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:  106500391 heartbeat IPC: 0.94606 cumulative IPC: 0.93896 (Simulation time: 0 hr 1 min 58 sec) 

Warmup complete CPU  0 instructions:  100000001 cycles:  106500393 (Simulation time: 0 hr 1 min 58 sec) 

Heartbeat CPU  0 instructions:  101000000 cycles:  109275247 heartbeat IPC: 0.36038 cumulative IPC: 0.36038 (Simulation time: 0 hr 2 min 0 sec) 
Heartbeat CPU  0 instructions:  102000001 cycles:  111933634 heartbeat IPC: 0.37617 cumulative IPC: 0.36810 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  0 instructions:  103000003 cycles:  114533928 heartbeat IPC: 0.38457 cumulative IPC: 0.37343 (Simulation time: 0 hr 2 min 4 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:  117053846 heartbeat IPC: 0.39684 cumulative IPC: 0.37902 (Simulation time: 0 hr 2 min 6 sec) 
Heartbeat CPU  0 instructions:  105000000 cycles:  119836054 heartbeat IPC: 0.35943 cumulative IPC: 0.37493 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  0 instructions:  106000000 cycles:  122523214 heartbeat IPC: 0.37214 cumulative IPC: 0.37447 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  0 instructions:  107000001 cycles:  125113208 heartbeat IPC: 0.38610 cumulative IPC: 0.37608 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:  127775931 heartbeat IPC: 0.37556 cumulative IPC: 0.37602 (Simulation time: 0 hr 2 min 13 sec) 
Heartbeat CPU  0 instructions:  109000002 cycles:  130422764 heartbeat IPC: 0.37781 cumulative IPC: 0.37622 (Simulation time: 0 hr 2 min 15 sec) 
Heartbeat CPU  0 instructions:  110000002 cycles:  133064539 heartbeat IPC: 0.37853 cumulative IPC: 0.37645 (Simulation time: 0 hr 2 min 17 sec) 
Heartbeat CPU  0 instructions:  111000000 cycles:  135542178 heartbeat IPC: 0.40361 cumulative IPC: 0.37876 (Simulation time: 0 hr 2 min 19 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:  138285265 heartbeat IPC: 0.36455 cumulative IPC: 0.37754 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  0 instructions:  113000000 cycles:  140886663 heartbeat IPC: 0.38441 cumulative IPC: 0.37806 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  0 instructions:  114000000 cycles:  143703308 heartbeat IPC: 0.35503 cumulative IPC: 0.37631 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  0 instructions:  115000003 cycles:  146427896 heartbeat IPC: 0.36703 cumulative IPC: 0.37568 (Simulation time: 0 hr 2 min 26 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:  149110289 heartbeat IPC: 0.37280 cumulative IPC: 0.37550 (Simulation time: 0 hr 2 min 28 sec) 
Heartbeat CPU  0 instructions:  117000001 cycles:  151749901 heartbeat IPC: 0.37884 cumulative IPC: 0.37569 (Simulation time: 0 hr 2 min 30 sec) 
Heartbeat CPU  0 instructions:  118000000 cycles:  154367539 heartbeat IPC: 0.38202 cumulative IPC: 0.37604 (Simulation time: 0 hr 2 min 32 sec) 
Heartbeat CPU  0 instructions:  119000001 cycles:  157162290 heartbeat IPC: 0.35781 cumulative IPC: 0.37504 (Simulation time: 0 hr 2 min 34 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:  159816665 heartbeat IPC: 0.37674 cumulative IPC: 0.37512 (Simulation time: 0 hr 2 min 36 sec) 
Heartbeat CPU  0 instructions:  121000000 cycles:  162563907 heartbeat IPC: 0.36400 cumulative IPC: 0.37458 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  0 instructions:  122000001 cycles:  165248244 heartbeat IPC: 0.37253 cumulative IPC: 0.37448 (Simulation time: 0 hr 2 min 40 sec) 
Heartbeat CPU  0 instructions:  123000000 cycles:  167861977 heartbeat IPC: 0.38259 cumulative IPC: 0.37483 (Simulation time: 0 hr 2 min 42 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:  170559271 heartbeat IPC: 0.37074 cumulative IPC: 0.37466 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  0 instructions:  125000001 cycles:  173324310 heartbeat IPC: 0.36166 cumulative IPC: 0.37412 (Simulation time: 0 hr 2 min 45 sec) 
Heartbeat CPU  0 instructions:  126000000 cycles:  176064886 heartbeat IPC: 0.36489 cumulative IPC: 0.37375 (Simulation time: 0 hr 2 min 47 sec) 
Heartbeat CPU  0 instructions:  127000000 cycles:  178577689 heartbeat IPC: 0.39796 cumulative IPC: 0.37460 (Simulation time: 0 hr 2 min 49 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:  181274980 heartbeat IPC: 0.37074 cumulative IPC: 0.37446 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  0 instructions:  129000001 cycles:  184044013 heartbeat IPC: 0.36114 cumulative IPC: 0.37398 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  0 instructions:  130000000 cycles:  186741403 heartbeat IPC: 0.37073 cumulative IPC: 0.37387 (Simulation time: 0 hr 2 min 55 sec) 
Heartbeat CPU  0 instructions:  131000001 cycles:  189330201 heartbeat IPC: 0.38628 cumulative IPC: 0.37426 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:  191942495 heartbeat IPC: 0.38280 cumulative IPC: 0.37452 (Simulation time: 0 hr 2 min 59 sec) 
Heartbeat CPU  0 instructions:  133000000 cycles:  194594896 heartbeat IPC: 0.37702 cumulative IPC: 0.37460 (Simulation time: 0 hr 3 min 1 sec) 
Heartbeat CPU  0 instructions:  134000001 cycles:  197295445 heartbeat IPC: 0.37030 cumulative IPC: 0.37447 (Simulation time: 0 hr 3 min 2 sec) 
Heartbeat CPU  0 instructions:  135000002 cycles:  200035067 heartbeat IPC: 0.36501 cumulative IPC: 0.37419 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  0 instructions:  136000000 cycles:  202516914 heartbeat IPC: 0.40292 cumulative IPC: 0.37494 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  0 instructions:  137000002 cycles:  205185230 heartbeat IPC: 0.37477 cumulative IPC: 0.37493 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  0 instructions:  138000000 cycles:  207874972 heartbeat IPC: 0.37178 cumulative IPC: 0.37485 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  0 instructions:  139000000 cycles:  210521332 heartbeat IPC: 0.37788 cumulative IPC: 0.37492 (Simulation time: 0 hr 3 min 12 sec) 
Heartbeat CPU  0 instructions:  140000000 cycles:  213274330 heartbeat IPC: 0.36324 cumulative IPC: 0.37462 (Simulation time: 0 hr 3 min 14 sec) 
Heartbeat CPU  0 instructions:  141000000 cycles:  215611349 heartbeat IPC: 0.42790 cumulative IPC: 0.37576 (Simulation time: 0 hr 3 min 15 sec) 
Heartbeat CPU  0 instructions:  142000000 cycles:  217988438 heartbeat IPC: 0.42068 cumulative IPC: 0.37672 (Simulation time: 0 hr 3 min 17 sec) 
Heartbeat CPU  0 instructions:  143000000 cycles:  220822040 heartbeat IPC: 0.35291 cumulative IPC: 0.37613 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  0 instructions:  144000000 cycles:  223613189 heartbeat IPC: 0.35828 cumulative IPC: 0.37571 (Simulation time: 0 hr 3 min 21 sec) 
Heartbeat CPU  0 instructions:  145000003 cycles:  226306695 heartbeat IPC: 0.37126 cumulative IPC: 0.37561 (Simulation time: 0 hr 3 min 23 sec) 
Heartbeat CPU  0 instructions:  146000000 cycles:  229049059 heartbeat IPC: 0.36465 cumulative IPC: 0.37536 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  0 instructions:  147000000 cycles:  231737882 heartbeat IPC: 0.37191 cumulative IPC: 0.37529 (Simulation time: 0 hr 3 min 27 sec) 
Heartbeat CPU  0 instructions:  148000000 cycles:  234463789 heartbeat IPC: 0.36685 cumulative IPC: 0.37511 (Simulation time: 0 hr 3 min 28 sec) 
