*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/pythia.ini

trace_0 /home/functionmain/桌面/Pythia/traces/459.GemsFDTD-1211B.champsimtrace.xz
Heartbeat CPU  0 instructions:   43000001 cycles:   33987586 heartbeat IPC: 1.28840 cumulative IPC: 1.26517 (Simulation time: 0 hr 1 min 56 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   34779129 heartbeat IPC: 1.26335 cumulative IPC: 1.26513 (Simulation time: 0 hr 1 min 59 sec) 
Heartbeat CPU  0 instructions:   45000001 cycles:   35570506 heartbeat IPC: 1.26362 cumulative IPC: 1.26509 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  0 instructions:   46000003 cycles:   36362120 heartbeat IPC: 1.26324 cumulative IPC: 1.26505 (Simulation time: 0 hr 2 min 4 sec) 
Heartbeat CPU  0 instructions:   47000001 cycles:   37153456 heartbeat IPC: 1.26368 cumulative IPC: 1.26502 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   37944891 heartbeat IPC: 1.26353 cumulative IPC: 1.26499 (Simulation time: 0 hr 2 min 10 sec) 
Heartbeat CPU  0 instructions:   49000001 cycles:   38736124 heartbeat IPC: 1.26385 cumulative IPC: 1.26497 (Simulation time: 0 hr 2 min 12 sec) 
Heartbeat CPU  0 instructions:   50000003 cycles:   39527315 heartbeat IPC: 1.26392 cumulative IPC: 1.26495 (Simulation time: 0 hr 2 min 15 sec) 
Heartbeat CPU  0 instructions:   51000001 cycles:   40318865 heartbeat IPC: 1.26334 cumulative IPC: 1.26492 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   41110355 heartbeat IPC: 1.26344 cumulative IPC: 1.26489 (Simulation time: 0 hr 2 min 20 sec) 
Heartbeat CPU  0 instructions:   53000003 cycles:   41901956 heartbeat IPC: 1.26327 cumulative IPC: 1.26486 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  0 instructions:   54000002 cycles:   42693469 heartbeat IPC: 1.26340 cumulative IPC: 1.26483 (Simulation time: 0 hr 2 min 26 sec) 
Heartbeat CPU  0 instructions:   55000001 cycles:   43484840 heartbeat IPC: 1.26363 cumulative IPC: 1.26481 (Simulation time: 0 hr 2 min 28 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   44276123 heartbeat IPC: 1.26377 cumulative IPC: 1.26479 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  0 instructions:   57000000 cycles:   45067703 heartbeat IPC: 1.26330 cumulative IPC: 1.26476 (Simulation time: 0 hr 2 min 34 sec) 
Heartbeat CPU  0 instructions:   58000002 cycles:   45859043 heartbeat IPC: 1.26368 cumulative IPC: 1.26475 (Simulation time: 0 hr 2 min 36 sec) 
Heartbeat CPU  0 instructions:   59000000 cycles:   46650553 heartbeat IPC: 1.26341 cumulative IPC: 1.26472 (Simulation time: 0 hr 2 min 39 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   47441885 heartbeat IPC: 1.26369 cumulative IPC: 1.26471 (Simulation time: 0 hr 2 min 42 sec) 
Heartbeat CPU  0 instructions:   61000000 cycles:   48233047 heartbeat IPC: 1.26396 cumulative IPC: 1.26469 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  0 instructions:   62000002 cycles:   49024722 heartbeat IPC: 1.26315 cumulative IPC: 1.26467 (Simulation time: 0 hr 2 min 47 sec) 
Heartbeat CPU  0 instructions:   63000000 cycles:   49816213 heartbeat IPC: 1.26344 cumulative IPC: 1.26465 (Simulation time: 0 hr 2 min 50 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   50607629 heartbeat IPC: 1.26356 cumulative IPC: 1.26463 (Simulation time: 0 hr 2 min 52 sec) 
Heartbeat CPU  0 instructions:   65000000 cycles:   51399216 heartbeat IPC: 1.26329 cumulative IPC: 1.26461 (Simulation time: 0 hr 2 min 55 sec) 
Heartbeat CPU  0 instructions:   66000003 cycles:   52190634 heartbeat IPC: 1.26356 cumulative IPC: 1.26459 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  0 instructions:   67000000 cycles:   52982034 heartbeat IPC: 1.26358 cumulative IPC: 1.26458 (Simulation time: 0 hr 3 min 0 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   53773292 heartbeat IPC: 1.26381 cumulative IPC: 1.26457 (Simulation time: 0 hr 3 min 3 sec) 
Heartbeat CPU  0 instructions:   69000001 cycles:   54564780 heartbeat IPC: 1.26344 cumulative IPC: 1.26455 (Simulation time: 0 hr 3 min 5 sec) 
Heartbeat CPU  0 instructions:   70000002 cycles:   55356048 heartbeat IPC: 1.26380 cumulative IPC: 1.26454 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  0 instructions:   71000001 cycles:   56147504 heartbeat IPC: 1.26349 cumulative IPC: 1.26453 (Simulation time: 0 hr 3 min 11 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   56938700 heartbeat IPC: 1.26391 cumulative IPC: 1.26452 (Simulation time: 0 hr 3 min 13 sec) 
Heartbeat CPU  0 instructions:   73000003 cycles:   57730491 heartbeat IPC: 1.26296 cumulative IPC: 1.26450 (Simulation time: 0 hr 3 min 16 sec) 
Heartbeat CPU  0 instructions:   74000003 cycles:   58521813 heartbeat IPC: 1.26371 cumulative IPC: 1.26449 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  0 instructions:   75000001 cycles:   59313200 heartbeat IPC: 1.26360 cumulative IPC: 1.26447 (Simulation time: 0 hr 3 min 21 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   60104785 heartbeat IPC: 1.26329 cumulative IPC: 1.26446 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  0 instructions:   77000002 cycles:   60896056 heartbeat IPC: 1.26379 cumulative IPC: 1.26445 (Simulation time: 0 hr 3 min 27 sec) 
Heartbeat CPU  0 instructions:   78000001 cycles:   61687494 heartbeat IPC: 1.26352 cumulative IPC: 1.26444 (Simulation time: 0 hr 3 min 29 sec) 
Heartbeat CPU  0 instructions:   79000000 cycles:   62478812 heartbeat IPC: 1.26371 cumulative IPC: 1.26443 (Simulation time: 0 hr 3 min 32 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   63270248 heartbeat IPC: 1.26353 cumulative IPC: 1.26442 (Simulation time: 0 hr 3 min 35 sec) 
Heartbeat CPU  0 instructions:   81000000 cycles:   64061611 heartbeat IPC: 1.26364 cumulative IPC: 1.26441 (Simulation time: 0 hr 3 min 37 sec) 
Heartbeat CPU  0 instructions:   82000002 cycles:   64852908 heartbeat IPC: 1.26375 cumulative IPC: 1.26440 (Simulation time: 0 hr 3 min 40 sec) 
Heartbeat CPU  0 instructions:   83000000 cycles:   65644282 heartbeat IPC: 1.26362 cumulative IPC: 1.26439 (Simulation time: 0 hr 3 min 43 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   66435709 heartbeat IPC: 1.26354 cumulative IPC: 1.26438 (Simulation time: 0 hr 3 min 45 sec) 
Heartbeat CPU  0 instructions:   85000000 cycles:   67227130 heartbeat IPC: 1.26355 cumulative IPC: 1.26437 (Simulation time: 0 hr 3 min 48 sec) 
Heartbeat CPU  0 instructions:   86000002 cycles:   68018468 heartbeat IPC: 1.26369 cumulative IPC: 1.26436 (Simulation time: 0 hr 3 min 51 sec) 
Heartbeat CPU  0 instructions:   87000000 cycles:   68809856 heartbeat IPC: 1.26360 cumulative IPC: 1.26435 (Simulation time: 0 hr 3 min 53 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   69601104 heartbeat IPC: 1.26383 cumulative IPC: 1.26435 (Simulation time: 0 hr 3 min 56 sec) 
Heartbeat CPU  0 instructions:   89000000 cycles:   70392591 heartbeat IPC: 1.26344 cumulative IPC: 1.26434 (Simulation time: 0 hr 3 min 59 sec) 
Heartbeat CPU  0 instructions:   90000003 cycles:   71183904 heartbeat IPC: 1.26373 cumulative IPC: 1.26433 (Simulation time: 0 hr 4 min 1 sec) 
Heartbeat CPU  0 instructions:   91000000 cycles:   71975166 heartbeat IPC: 1.26380 cumulative IPC: 1.26433 (Simulation time: 0 hr 4 min 4 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   72766536 heartbeat IPC: 1.26363 cumulative IPC: 1.26432 (Simulation time: 0 hr 4 min 7 sec) 
Heartbeat CPU  0 instructions:   93000001 cycles:   73557784 heartbeat IPC: 1.26383 cumulative IPC: 1.26431 (Simulation time: 0 hr 4 min 9 sec) 
Heartbeat CPU  0 instructions:   94000001 cycles:   74349282 heartbeat IPC: 1.26343 cumulative IPC: 1.26430 (Simulation time: 0 hr 4 min 12 sec) 
Heartbeat CPU  0 instructions:   95000000 cycles:   75140587 heartbeat IPC: 1.26373 cumulative IPC: 1.26430 (Simulation time: 0 hr 4 min 15 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:   75931916 heartbeat IPC: 1.26370 cumulative IPC: 1.26429 (Simulation time: 0 hr 4 min 17 sec) 
Heartbeat CPU  0 instructions:   97000003 cycles:   76723431 heartbeat IPC: 1.26340 cumulative IPC: 1.26428 (Simulation time: 0 hr 4 min 20 sec) 
Heartbeat CPU  0 instructions:   98000003 cycles:   77514760 heartbeat IPC: 1.26370 cumulative IPC: 1.26428 (Simulation time: 0 hr 4 min 23 sec) 
Heartbeat CPU  0 instructions:   99000003 cycles:   78306071 heartbeat IPC: 1.26373 cumulative IPC: 1.26427 (Simulation time: 0 hr 4 min 25 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:   79097342 heartbeat IPC: 1.26379 cumulative IPC: 1.26426 (Simulation time: 0 hr 4 min 28 sec) 

Warmup complete CPU  0 instructions:  100000001 cycles:   79097343 (Simulation time: 0 hr 4 min 28 sec) 

Heartbeat CPU  0 instructions:  101000001 cycles:   80797997 heartbeat IPC: 0.58801 cumulative IPC: 0.58801 (Simulation time: 0 hr 4 min 31 sec) 
Heartbeat CPU  0 instructions:  102000002 cycles:   82500537 heartbeat IPC: 0.58736 cumulative IPC: 0.58768 (Simulation time: 0 hr 4 min 35 sec) 
Heartbeat CPU  0 instructions:  103000003 cycles:   84199265 heartbeat IPC: 0.58868 cumulative IPC: 0.58801 (Simulation time: 0 hr 4 min 38 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:   85895845 heartbeat IPC: 0.58942 cumulative IPC: 0.58836 (Simulation time: 0 hr 4 min 41 sec) 
Heartbeat CPU  0 instructions:  105000001 cycles:   87602090 heartbeat IPC: 0.58608 cumulative IPC: 0.58791 (Simulation time: 0 hr 4 min 44 sec) 
Heartbeat CPU  0 instructions:  106000002 cycles:   89309973 heartbeat IPC: 0.58552 cumulative IPC: 0.58751 (Simulation time: 0 hr 4 min 48 sec) 
Heartbeat CPU  0 instructions:  107000000 cycles:   91014671 heartbeat IPC: 0.58661 cumulative IPC: 0.58738 (Simulation time: 0 hr 4 min 51 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:   92721426 heartbeat IPC: 0.58591 cumulative IPC: 0.58720 (Simulation time: 0 hr 4 min 54 sec) 
Heartbeat CPU  0 instructions:  109000000 cycles:   94424308 heartbeat IPC: 0.58724 cumulative IPC: 0.58720 (Simulation time: 0 hr 4 min 58 sec) 
Heartbeat CPU  0 instructions:  110000002 cycles:   96124517 heartbeat IPC: 0.58816 cumulative IPC: 0.58730 (Simulation time: 0 hr 5 min 1 sec) 
Heartbeat CPU  0 instructions:  111000001 cycles:   97821951 heartbeat IPC: 0.58912 cumulative IPC: 0.58746 (Simulation time: 0 hr 5 min 4 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:   99522406 heartbeat IPC: 0.58808 cumulative IPC: 0.58751 (Simulation time: 0 hr 5 min 8 sec) 
Heartbeat CPU  0 instructions:  113000000 cycles:  101224651 heartbeat IPC: 0.58746 cumulative IPC: 0.58751 (Simulation time: 0 hr 5 min 11 sec) 
Heartbeat CPU  0 instructions:  114000002 cycles:  102929619 heartbeat IPC: 0.58652 cumulative IPC: 0.58744 (Simulation time: 0 hr 5 min 14 sec) 
Heartbeat CPU  0 instructions:  115000002 cycles:  104629410 heartbeat IPC: 0.58831 cumulative IPC: 0.58750 (Simulation time: 0 hr 5 min 18 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:  106336812 heartbeat IPC: 0.58568 cumulative IPC: 0.58738 (Simulation time: 0 hr 5 min 21 sec) 
Heartbeat CPU  0 instructions:  117000001 cycles:  108040453 heartbeat IPC: 0.58698 cumulative IPC: 0.58736 (Simulation time: 0 hr 5 min 24 sec) 
Heartbeat CPU  0 instructions:  118000000 cycles:  109746915 heartbeat IPC: 0.58601 cumulative IPC: 0.58728 (Simulation time: 0 hr 5 min 27 sec) 
Heartbeat CPU  0 instructions:  119000000 cycles:  111449087 heartbeat IPC: 0.58748 cumulative IPC: 0.58729 (Simulation time: 0 hr 5 min 31 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:  113149530 heartbeat IPC: 0.58808 cumulative IPC: 0.58733 (Simulation time: 0 hr 5 min 34 sec) 
Heartbeat CPU  0 instructions:  121000003 cycles:  114852401 heartbeat IPC: 0.58725 cumulative IPC: 0.58733 (Simulation time: 0 hr 5 min 37 sec) 
Heartbeat CPU  0 instructions:  122000001 cycles:  116555291 heartbeat IPC: 0.58724 cumulative IPC: 0.58733 (Simulation time: 0 hr 5 min 41 sec) 
Heartbeat CPU  0 instructions:  123000000 cycles:  118256826 heartbeat IPC: 0.58770 cumulative IPC: 0.58734 (Simulation time: 0 hr 5 min 44 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:  119958002 heartbeat IPC: 0.58783 cumulative IPC: 0.58736 (Simulation time: 0 hr 5 min 47 sec) 
Heartbeat CPU  0 instructions:  125000001 cycles:  121658871 heartbeat IPC: 0.58794 cumulative IPC: 0.58738 (Simulation time: 0 hr 5 min 51 sec) 
Heartbeat CPU  0 instructions:  126000001 cycles:  123365283 heartbeat IPC: 0.58602 cumulative IPC: 0.58733 (Simulation time: 0 hr 5 min 54 sec) 
Heartbeat CPU  0 instructions:  127000003 cycles:  125070563 heartbeat IPC: 0.58642 cumulative IPC: 0.58730 (Simulation time: 0 hr 5 min 57 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:  126777285 heartbeat IPC: 0.58592 cumulative IPC: 0.58725 (Simulation time: 0 hr 6 min 1 sec) 
Heartbeat CPU  0 instructions:  129000003 cycles:  128482642 heartbeat IPC: 0.58639 cumulative IPC: 0.58722 (Simulation time: 0 hr 6 min 4 sec) 
Heartbeat CPU  0 instructions:  130000001 cycles:  130184376 heartbeat IPC: 0.58763 cumulative IPC: 0.58723 (Simulation time: 0 hr 6 min 7 sec) 
Heartbeat CPU  0 instructions:  131000000 cycles:  131886966 heartbeat IPC: 0.58734 cumulative IPC: 0.58724 (Simulation time: 0 hr 6 min 11 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:  133589727 heartbeat IPC: 0.58728 cumulative IPC: 0.58724 (Simulation time: 0 hr 6 min 14 sec) 
Heartbeat CPU  0 instructions:  133000000 cycles:  135289858 heartbeat IPC: 0.58819 cumulative IPC: 0.58727 (Simulation time: 0 hr 6 min 17 sec) 
