*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/bingo.ini

trace_0 /home/functionmain/桌面/Pythia/traces/437.leslie3d-149B.champsimtrace.xz
Heartbeat CPU  0 instructions:    2000001 cycles:     990594 heartbeat IPC: 2.04854 cumulative IPC: 2.01899 (Simulation time: 0 hr 0 min 3 sec) 
Heartbeat CPU  0 instructions:    3000003 cycles:    1492711 heartbeat IPC: 1.99157 cumulative IPC: 2.00977 (Simulation time: 0 hr 0 min 5 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    1994642 heartbeat IPC: 1.99230 cumulative IPC: 2.00537 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  0 instructions:    5000000 cycles:    2496909 heartbeat IPC: 1.99097 cumulative IPC: 2.00248 (Simulation time: 0 hr 0 min 8 sec) 
Heartbeat CPU  0 instructions:    6000001 cycles:    2996822 heartbeat IPC: 2.00035 cumulative IPC: 2.00212 (Simulation time: 0 hr 0 min 10 sec) 
Heartbeat CPU  0 instructions:    7000000 cycles:    3487003 heartbeat IPC: 2.04006 cumulative IPC: 2.00745 (Simulation time: 0 hr 0 min 12 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    3990157 heartbeat IPC: 1.98746 cumulative IPC: 2.00493 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  0 instructions:    9000002 cycles:    4492126 heartbeat IPC: 1.99216 cumulative IPC: 2.00351 (Simulation time: 0 hr 0 min 16 sec) 
Heartbeat CPU  0 instructions:   10000000 cycles:    4994191 heartbeat IPC: 1.99177 cumulative IPC: 2.00233 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  0 instructions:   11000002 cycles:    5485315 heartbeat IPC: 2.03615 cumulative IPC: 2.00535 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    5984380 heartbeat IPC: 2.00374 cumulative IPC: 2.00522 (Simulation time: 0 hr 0 min 21 sec) 
Heartbeat CPU  0 instructions:   13000002 cycles:    6486916 heartbeat IPC: 1.98991 cumulative IPC: 2.00403 (Simulation time: 0 hr 0 min 23 sec) 
Heartbeat CPU  0 instructions:   14000003 cycles:    6989389 heartbeat IPC: 1.99016 cumulative IPC: 2.00304 (Simulation time: 0 hr 0 min 25 sec) 
Heartbeat CPU  0 instructions:   15000002 cycles:    7491568 heartbeat IPC: 1.99132 cumulative IPC: 2.00225 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:    7979131 heartbeat IPC: 2.05101 cumulative IPC: 2.00523 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  0 instructions:   17000001 cycles:    8482016 heartbeat IPC: 1.98853 cumulative IPC: 2.00424 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  0 instructions:   18000003 cycles:    8985180 heartbeat IPC: 1.98743 cumulative IPC: 2.00330 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:   19000003 cycles:    9487508 heartbeat IPC: 1.99073 cumulative IPC: 2.00263 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:    9979600 heartbeat IPC: 2.03213 cumulative IPC: 2.00409 (Simulation time: 0 hr 0 min 35 sec) 
Heartbeat CPU  0 instructions:   21000003 cycles:   10477067 heartbeat IPC: 2.01019 cumulative IPC: 2.00438 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  0 instructions:   22000001 cycles:   10979879 heartbeat IPC: 1.98881 cumulative IPC: 2.00367 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:   23000002 cycles:   11482526 heartbeat IPC: 1.98947 cumulative IPC: 2.00304 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   11984661 heartbeat IPC: 1.99149 cumulative IPC: 2.00256 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  0 instructions:   25000002 cycles:   12472233 heartbeat IPC: 2.05098 cumulative IPC: 2.00445 (Simulation time: 0 hr 0 min 44 sec) 
Heartbeat CPU  0 instructions:   26000002 cycles:   12974128 heartbeat IPC: 1.99245 cumulative IPC: 2.00399 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  0 instructions:   27000001 cycles:   13476518 heartbeat IPC: 1.99048 cumulative IPC: 2.00348 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   13979215 heartbeat IPC: 1.98927 cumulative IPC: 2.00297 (Simulation time: 0 hr 0 min 49 sec) 
Heartbeat CPU  0 instructions:   29000003 cycles:   14474260 heartbeat IPC: 2.02002 cumulative IPC: 2.00356 (Simulation time: 0 hr 0 min 51 sec) 
Heartbeat CPU  0 instructions:   30000003 cycles:   14969007 heartbeat IPC: 2.02123 cumulative IPC: 2.00414 (Simulation time: 0 hr 0 min 53 sec) 
Heartbeat CPU  0 instructions:   31000001 cycles:   15471225 heartbeat IPC: 1.99116 cumulative IPC: 2.00372 (Simulation time: 0 hr 0 min 55 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   15973569 heartbeat IPC: 1.99067 cumulative IPC: 2.00331 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   16476057 heartbeat IPC: 1.99010 cumulative IPC: 2.00291 (Simulation time: 0 hr 0 min 58 sec) 
Heartbeat CPU  0 instructions:   34000003 cycles:   16963971 heartbeat IPC: 2.04955 cumulative IPC: 2.00425 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  0 instructions:   35000003 cycles:   17466020 heartbeat IPC: 1.99184 cumulative IPC: 2.00389 (Simulation time: 0 hr 1 min 2 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   17968096 heartbeat IPC: 1.99172 cumulative IPC: 2.00355 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  0 instructions:   37000001 cycles:   18471198 heartbeat IPC: 1.98767 cumulative IPC: 2.00312 (Simulation time: 0 hr 1 min 5 sec) 
Heartbeat CPU  0 instructions:   38000003 cycles:   18968875 heartbeat IPC: 2.00934 cumulative IPC: 2.00328 (Simulation time: 0 hr 1 min 7 sec) 
Heartbeat CPU  0 instructions:   39000001 cycles:   19461606 heartbeat IPC: 2.02950 cumulative IPC: 2.00395 (Simulation time: 0 hr 1 min 9 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   19963829 heartbeat IPC: 1.99115 cumulative IPC: 2.00362 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  0 instructions:   41000002 cycles:   20466244 heartbeat IPC: 1.99039 cumulative IPC: 2.00330 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   42000000 cycles:   20968930 heartbeat IPC: 1.98931 cumulative IPC: 2.00296 (Simulation time: 0 hr 1 min 14 sec) 
Heartbeat CPU  0 instructions:   43000000 cycles:   21457034 heartbeat IPC: 2.04874 cumulative IPC: 2.00400 (Simulation time: 0 hr 1 min 16 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   21959394 heartbeat IPC: 1.99060 cumulative IPC: 2.00370 (Simulation time: 0 hr 1 min 18 sec) 
Heartbeat CPU  0 instructions:   45000002 cycles:   22462147 heartbeat IPC: 1.98905 cumulative IPC: 2.00337 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  0 instructions:   46000003 cycles:   22964044 heartbeat IPC: 1.99244 cumulative IPC: 2.00313 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  0 instructions:   47000000 cycles:   23463122 heartbeat IPC: 2.00369 cumulative IPC: 2.00314 (Simulation time: 0 hr 1 min 23 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   23954223 heartbeat IPC: 2.03624 cumulative IPC: 2.00382 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  0 instructions:   49000002 cycles:   24457072 heartbeat IPC: 1.98867 cumulative IPC: 2.00351 (Simulation time: 0 hr 1 min 26 sec) 
Heartbeat CPU  0 instructions:   50000003 cycles:   24959524 heartbeat IPC: 1.99024 cumulative IPC: 2.00324 (Simulation time: 0 hr 1 min 28 sec) 
Heartbeat CPU  0 instructions:   51000001 cycles:   25461498 heartbeat IPC: 1.99213 cumulative IPC: 2.00302 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   25951670 heartbeat IPC: 2.04010 cumulative IPC: 2.00372 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  0 instructions:   53000003 cycles:   26451556 heartbeat IPC: 2.00046 cumulative IPC: 2.00366 (Simulation time: 0 hr 1 min 33 sec) 
Heartbeat CPU  0 instructions:   54000003 cycles:   26963057 heartbeat IPC: 1.95503 cumulative IPC: 2.00274 (Simulation time: 0 hr 1 min 35 sec) 
Heartbeat CPU  0 instructions:   55000001 cycles:   27482957 heartbeat IPC: 1.92344 cumulative IPC: 2.00124 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   27995649 heartbeat IPC: 1.95049 cumulative IPC: 2.00031 (Simulation time: 0 hr 1 min 38 sec) 
Heartbeat CPU  0 instructions:   57000000 cycles:   28507548 heartbeat IPC: 1.95351 cumulative IPC: 1.99947 (Simulation time: 0 hr 1 min 40 sec) 
Heartbeat CPU  0 instructions:   58000002 cycles:   29021449 heartbeat IPC: 1.94590 cumulative IPC: 1.99852 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  0 instructions:   59000003 cycles:   29532874 heartbeat IPC: 1.95532 cumulative IPC: 1.99777 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   30043389 heartbeat IPC: 1.95880 cumulative IPC: 1.99711 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  0 instructions:   61000001 cycles:   30555891 heartbeat IPC: 1.95121 cumulative IPC: 1.99634 (Simulation time: 0 hr 1 min 46 sec) 
Heartbeat CPU  0 instructions:   62000003 cycles:   31068504 heartbeat IPC: 1.95079 cumulative IPC: 1.99559 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  0 instructions:   63000001 cycles:   31580381 heartbeat IPC: 1.95359 cumulative IPC: 1.99491 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   32093727 heartbeat IPC: 1.94800 cumulative IPC: 1.99416 (Simulation time: 0 hr 1 min 51 sec) 
Heartbeat CPU  0 instructions:   65000000 cycles:   32607091 heartbeat IPC: 1.94794 cumulative IPC: 1.99343 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  0 instructions:   66000002 cycles:   33118979 heartbeat IPC: 1.95356 cumulative IPC: 1.99282 (Simulation time: 0 hr 1 min 55 sec) 
Heartbeat CPU  0 instructions:   67000002 cycles:   33632298 heartbeat IPC: 1.94811 cumulative IPC: 1.99213 (Simulation time: 0 hr 1 min 56 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   34145466 heartbeat IPC: 1.94868 cumulative IPC: 1.99148 (Simulation time: 0 hr 1 min 58 sec) 
Heartbeat CPU  0 instructions:   69000001 cycles:   34657052 heartbeat IPC: 1.95471 cumulative IPC: 1.99094 (Simulation time: 0 hr 1 min 59 sec) 
Heartbeat CPU  0 instructions:   70000003 cycles:   35169934 heartbeat IPC: 1.94977 cumulative IPC: 1.99034 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  0 instructions:   71000002 cycles:   35682738 heartbeat IPC: 1.95006 cumulative IPC: 1.98976 (Simulation time: 0 hr 2 min 3 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   36194191 heartbeat IPC: 1.95521 cumulative IPC: 1.98927 (Simulation time: 0 hr 2 min 4 sec) 
Heartbeat CPU  0 instructions:   73000003 cycles:   36706579 heartbeat IPC: 1.95165 cumulative IPC: 1.98874 (Simulation time: 0 hr 2 min 6 sec) 
Heartbeat CPU  0 instructions:   74000001 cycles:   37219201 heartbeat IPC: 1.95075 cumulative IPC: 1.98822 (Simulation time: 0 hr 2 min 8 sec) 
Heartbeat CPU  0 instructions:   75000001 cycles:   37731120 heartbeat IPC: 1.95343 cumulative IPC: 1.98775 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   38243821 heartbeat IPC: 1.95045 cumulative IPC: 1.98725 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  0 instructions:   77000001 cycles:   38757333 heartbeat IPC: 1.94738 cumulative IPC: 1.98672 (Simulation time: 0 hr 2 min 12 sec) 
Heartbeat CPU  0 instructions:   78000003 cycles:   39269390 heartbeat IPC: 1.95291 cumulative IPC: 1.98628 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  0 instructions:   79000000 cycles:   39781991 heartbeat IPC: 1.95083 cumulative IPC: 1.98582 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   40295403 heartbeat IPC: 1.94775 cumulative IPC: 1.98534 (Simulation time: 0 hr 2 min 17 sec) 
Heartbeat CPU  0 instructions:   81000000 cycles:   40807441 heartbeat IPC: 1.95298 cumulative IPC: 1.98493 (Simulation time: 0 hr 2 min 19 sec) 
Heartbeat CPU  0 instructions:   82000001 cycles:   41319742 heartbeat IPC: 1.95198 cumulative IPC: 1.98452 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  0 instructions:   83000001 cycles:   41833346 heartbeat IPC: 1.94703 cumulative IPC: 1.98406 (Simulation time: 0 hr 2 min 22 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   42345240 heartbeat IPC: 1.95353 cumulative IPC: 1.98369 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  0 instructions:   85000001 cycles:   42857320 heartbeat IPC: 1.95282 cumulative IPC: 1.98333 (Simulation time: 0 hr 2 min 25 sec) 
Heartbeat CPU  0 instructions:   86000002 cycles:   43370778 heartbeat IPC: 1.94758 cumulative IPC: 1.98290 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  0 instructions:   87000003 cycles:   43882542 heartbeat IPC: 1.95403 cumulative IPC: 1.98257 (Simulation time: 0 hr 2 min 29 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   44394665 heartbeat IPC: 1.95265 cumulative IPC: 1.98222 (Simulation time: 0 hr 2 min 30 sec) 
Heartbeat CPU  0 instructions:   89000002 cycles:   44908393 heartbeat IPC: 1.94656 cumulative IPC: 1.98181 (Simulation time: 0 hr 2 min 32 sec) 
Heartbeat CPU  0 instructions:   90000003 cycles:   45420495 heartbeat IPC: 1.95274 cumulative IPC: 1.98148 (Simulation time: 0 hr 2 min 34 sec) 
Heartbeat CPU  0 instructions:   91000002 cycles:   45931260 heartbeat IPC: 1.95785 cumulative IPC: 1.98122 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   46443838 heartbeat IPC: 1.95092 cumulative IPC: 1.98089 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  0 instructions:   93000001 cycles:   46955052 heartbeat IPC: 1.95613 cumulative IPC: 1.98062 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  0 instructions:   94000003 cycles:   47466612 heartbeat IPC: 1.95481 cumulative IPC: 1.98034 (Simulation time: 0 hr 2 min 40 sec) 
Heartbeat CPU  0 instructions:   95000003 cycles:   47980395 heartbeat IPC: 1.94635 cumulative IPC: 1.97998 (Simulation time: 0 hr 2 min 42 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:   48492774 heartbeat IPC: 1.95167 cumulative IPC: 1.97968 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  0 instructions:   97000002 cycles:   49004273 heartbeat IPC: 1.95504 cumulative IPC: 1.97942 (Simulation time: 0 hr 2 min 45 sec) 
Heartbeat CPU  0 instructions:   98000000 cycles:   49517396 heartbeat IPC: 1.94885 cumulative IPC: 1.97910 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  0 instructions:   99000000 cycles:   50029385 heartbeat IPC: 1.95317 cumulative IPC: 1.97884 (Simulation time: 0 hr 2 min 48 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:   50566236 heartbeat IPC: 1.86271 cumulative IPC: 1.97760 (Simulation time: 0 hr 2 min 50 sec) 

Warmup complete CPU  0 instructions:  100000001 cycles:   50566257 (Simulation time: 0 hr 2 min 50 sec) 

Heartbeat CPU  0 instructions:  101000003 cycles:   52651786 heartbeat IPC: 0.47949 cumulative IPC: 0.47950 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  0 instructions:  102000000 cycles:   56305471 heartbeat IPC: 0.27370 cumulative IPC: 0.34848 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  0 instructions:  103000002 cycles:   58570364 heartbeat IPC: 0.44152 cumulative IPC: 0.37481 (Simulation time: 0 hr 3 min 0 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:   59598629 heartbeat IPC: 0.97251 cumulative IPC: 0.44285 (Simulation time: 0 hr 3 min 2 sec) 
Heartbeat CPU  0 instructions:  105000002 cycles:   60395630 heartbeat IPC: 1.25471 cumulative IPC: 0.50868 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  0 instructions:  106000003 cycles:   61195874 heartbeat IPC: 1.24962 cumulative IPC: 0.56446 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  0 instructions:  107000000 cycles:   61994933 heartbeat IPC: 1.25147 cumulative IPC: 0.61249 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:   62783811 heartbeat IPC: 1.26762 cumulative IPC: 0.65480 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  0 instructions:  109000001 cycles:   63584870 heartbeat IPC: 1.24835 cumulative IPC: 0.69132 (Simulation time: 0 hr 3 min 13 sec) 
Heartbeat CPU  0 instructions:  110000001 cycles:   64660352 heartbeat IPC: 0.92982 cumulative IPC: 0.70952 (Simulation time: 0 hr 3 min 15 sec) 
Heartbeat CPU  0 instructions:  111000001 cycles:   65609584 heartbeat IPC: 1.05348 cumulative IPC: 0.73122 (Simulation time: 0 hr 3 min 17 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:   66481572 heartbeat IPC: 1.14680 cumulative IPC: 0.75399 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  0 instructions:  113000003 cycles:   67316050 heartbeat IPC: 1.19836 cumulative IPC: 0.77613 (Simulation time: 0 hr 3 min 21 sec) 
Heartbeat CPU  0 instructions:  114000001 cycles:   68137034 heartbeat IPC: 1.21805 cumulative IPC: 0.79678 (Simulation time: 0 hr 3 min 23 sec) 
Heartbeat CPU  0 instructions:  115000003 cycles:   68969296 heartbeat IPC: 1.20155 cumulative IPC: 0.81508 (Simulation time: 0 hr 3 min 26 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:   69888832 heartbeat IPC: 1.08750 cumulative IPC: 0.82805 (Simulation time: 0 hr 3 min 28 sec) 
Heartbeat CPU  0 instructions:  117000000 cycles:   70908244 heartbeat IPC: 0.98096 cumulative IPC: 0.83571 (Simulation time: 0 hr 3 min 30 sec) 
Heartbeat CPU  0 instructions:  118000003 cycles:   71727945 heartbeat IPC: 1.21996 cumulative IPC: 0.85059 (Simulation time: 0 hr 3 min 32 sec) 
Heartbeat CPU  0 instructions:  119000000 cycles:   72544526 heartbeat IPC: 1.22461 cumulative IPC: 0.86449 (Simulation time: 0 hr 3 min 34 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:   73363564 heartbeat IPC: 1.22094 cumulative IPC: 0.87730 (Simulation time: 0 hr 3 min 36 sec) 
Heartbeat CPU  0 instructions:  121000001 cycles:   74178789 heartbeat IPC: 1.22666 cumulative IPC: 0.88936 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  0 instructions:  122000002 cycles:   74995061 heartbeat IPC: 1.22508 cumulative IPC: 0.90058 (Simulation time: 0 hr 3 min 40 sec) 
Heartbeat CPU  0 instructions:  123000000 cycles:   75813215 heartbeat IPC: 1.22226 cumulative IPC: 0.91100 (Simulation time: 0 hr 3 min 42 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:   76629518 heartbeat IPC: 1.22504 cumulative IPC: 0.92084 (Simulation time: 0 hr 3 min 44 sec) 
Heartbeat CPU  0 instructions:  125000002 cycles:   77445271 heartbeat IPC: 1.22586 cumulative IPC: 0.93009 (Simulation time: 0 hr 3 min 46 sec) 
Heartbeat CPU  0 instructions:  126000001 cycles:   78262676 heartbeat IPC: 1.22338 cumulative IPC: 0.93875 (Simulation time: 0 hr 3 min 48 sec) 
Heartbeat CPU  0 instructions:  127000003 cycles:   79080448 heartbeat IPC: 1.22284 cumulative IPC: 0.94690 (Simulation time: 0 hr 3 min 50 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:   79896516 heartbeat IPC: 1.22538 cumulative IPC: 0.95465 (Simulation time: 0 hr 3 min 52 sec) 
Heartbeat CPU  0 instructions:  129000001 cycles:   80711634 heartbeat IPC: 1.22682 cumulative IPC: 0.96200 (Simulation time: 0 hr 3 min 54 sec) 
Heartbeat CPU  0 instructions:  130000003 cycles:   81552428 heartbeat IPC: 1.18935 cumulative IPC: 0.96817 (Simulation time: 0 hr 3 min 56 sec) 
Heartbeat CPU  0 instructions:  131000000 cycles:   82367562 heartbeat IPC: 1.22679 cumulative IPC: 0.97480 (Simulation time: 0 hr 3 min 58 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:   83182083 heartbeat IPC: 1.22772 cumulative IPC: 0.98112 (Simulation time: 0 hr 4 min 0 sec) 
Heartbeat CPU  0 instructions:  133000000 cycles:   83996810 heartbeat IPC: 1.22740 cumulative IPC: 0.98712 (Simulation time: 0 hr 4 min 2 sec) 
Heartbeat CPU  0 instructions:  134000003 cycles:   84812593 heartbeat IPC: 1.22582 cumulative IPC: 0.99281 (Simulation time: 0 hr 4 min 4 sec) 
Heartbeat CPU  0 instructions:  135000003 cycles:   85628007 heartbeat IPC: 1.22637 cumulative IPC: 0.99824 (Simulation time: 0 hr 4 min 6 sec) 
Heartbeat CPU  0 instructions:  136000000 cycles:   86442048 heartbeat IPC: 1.22844 cumulative IPC: 1.00346 (Simulation time: 0 hr 4 min 8 sec) 
Heartbeat CPU  0 instructions:  137000003 cycles:   87257959 heartbeat IPC: 1.22563 cumulative IPC: 1.00840 (Simulation time: 0 hr 4 min 10 sec) 
Heartbeat CPU  0 instructions:  138000002 cycles:   88072902 heartbeat IPC: 1.22708 cumulative IPC: 1.01315 (Simulation time: 0 hr 4 min 12 sec) 
Heartbeat CPU  0 instructions:  139000002 cycles:   88888469 heartbeat IPC: 1.22614 cumulative IPC: 1.01769 (Simulation time: 0 hr 4 min 14 sec) 
Heartbeat CPU  0 instructions:  140000000 cycles:   89702233 heartbeat IPC: 1.22886 cumulative IPC: 1.02208 (Simulation time: 0 hr 4 min 16 sec) 
Heartbeat CPU  0 instructions:  141000000 cycles:   90524076 heartbeat IPC: 1.21678 cumulative IPC: 1.02608 (Simulation time: 0 hr 4 min 18 sec) 
Heartbeat CPU  0 instructions:  142000000 cycles:   91344963 heartbeat IPC: 1.21819 cumulative IPC: 1.02995 (Simulation time: 0 hr 4 min 20 sec) 
Heartbeat CPU  0 instructions:  143000003 cycles:   92164844 heartbeat IPC: 1.21969 cumulative IPC: 1.03369 (Simulation time: 0 hr 4 min 22 sec) 
Heartbeat CPU  0 instructions:  144000000 cycles:   92985356 heartbeat IPC: 1.21875 cumulative IPC: 1.03727 (Simulation time: 0 hr 4 min 24 sec) 
Heartbeat CPU  0 instructions:  145000001 cycles:   93831437 heartbeat IPC: 1.18192 cumulative IPC: 1.04010 (Simulation time: 0 hr 4 min 26 sec) 
Heartbeat CPU  0 instructions:  146000003 cycles:   94645431 heartbeat IPC: 1.22851 cumulative IPC: 1.04358 (Simulation time: 0 hr 4 min 28 sec) 
Heartbeat CPU  0 instructions:  147000000 cycles:   95465434 heartbeat IPC: 1.21950 cumulative IPC: 1.04679 (Simulation time: 0 hr 4 min 31 sec) 
Heartbeat CPU  0 instructions:  148000000 cycles:   96287888 heartbeat IPC: 1.21587 cumulative IPC: 1.04983 (Simulation time: 0 hr 4 min 33 sec) 
