*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/bingo.ini

trace_0 /home/functionmain/桌面/Pythia/traces/429.mcf-192B.champsimtrace.xz
Heartbeat CPU  0 instructions:    2000002 cycles:    2370240 heartbeat IPC: 0.83956 cumulative IPC: 0.84380 (Simulation time: 0 hr 0 min 6 sec) 
Heartbeat CPU  0 instructions:    3000000 cycles:    3543316 heartbeat IPC: 0.85246 cumulative IPC: 0.84666 (Simulation time: 0 hr 0 min 8 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    4692077 heartbeat IPC: 0.87050 cumulative IPC: 0.85250 (Simulation time: 0 hr 0 min 11 sec) 
Heartbeat CPU  0 instructions:    5000001 cycles:    5860008 heartbeat IPC: 0.85622 cumulative IPC: 0.85324 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  0 instructions:    6000002 cycles:    7022918 heartbeat IPC: 0.85991 cumulative IPC: 0.85435 (Simulation time: 0 hr 0 min 17 sec) 
Heartbeat CPU  0 instructions:    7000000 cycles:    8204804 heartbeat IPC: 0.84610 cumulative IPC: 0.85316 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    9371010 heartbeat IPC: 0.85748 cumulative IPC: 0.85370 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  0 instructions:    9000002 cycles:   10546773 heartbeat IPC: 0.85051 cumulative IPC: 0.85334 (Simulation time: 0 hr 0 min 25 sec) 
Heartbeat CPU  0 instructions:   10000000 cycles:   11720099 heartbeat IPC: 0.85228 cumulative IPC: 0.85324 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  0 instructions:   11000003 cycles:   12866425 heartbeat IPC: 0.87235 cumulative IPC: 0.85494 (Simulation time: 0 hr 0 min 31 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:   13986657 heartbeat IPC: 0.89267 cumulative IPC: 0.85796 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  0 instructions:   13000001 cycles:   15137648 heartbeat IPC: 0.86882 cumulative IPC: 0.85879 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  0 instructions:   14000000 cycles:   16297364 heartbeat IPC: 0.86228 cumulative IPC: 0.85903 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:   15000000 cycles:   17471368 heartbeat IPC: 0.85179 cumulative IPC: 0.85855 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:   18647940 heartbeat IPC: 0.84993 cumulative IPC: 0.85800 (Simulation time: 0 hr 0 min 45 sec) 
Heartbeat CPU  0 instructions:   17000001 cycles:   19831651 heartbeat IPC: 0.84480 cumulative IPC: 0.85722 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  0 instructions:   18000000 cycles:   21011378 heartbeat IPC: 0.84765 cumulative IPC: 0.85668 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  0 instructions:   19000003 cycles:   22175458 heartbeat IPC: 0.85905 cumulative IPC: 0.85680 (Simulation time: 0 hr 0 min 53 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:   23332602 heartbeat IPC: 0.86419 cumulative IPC: 0.85717 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  0 instructions:   21000000 cycles:   24497536 heartbeat IPC: 0.85842 cumulative IPC: 0.85723 (Simulation time: 0 hr 0 min 59 sec) 
Heartbeat CPU  0 instructions:   22000003 cycles:   25667171 heartbeat IPC: 0.85497 cumulative IPC: 0.85713 (Simulation time: 0 hr 1 min 2 sec) 
Heartbeat CPU  0 instructions:   23000001 cycles:   26821217 heartbeat IPC: 0.86651 cumulative IPC: 0.85753 (Simulation time: 0 hr 1 min 5 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   27975566 heartbeat IPC: 0.86629 cumulative IPC: 0.85789 (Simulation time: 0 hr 1 min 7 sec) 
Heartbeat CPU  0 instructions:   25000001 cycles:   29129463 heartbeat IPC: 0.86663 cumulative IPC: 0.85824 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  0 instructions:   26000000 cycles:   30289565 heartbeat IPC: 0.86199 cumulative IPC: 0.85838 (Simulation time: 0 hr 1 min 13 sec) 
Heartbeat CPU  0 instructions:   27000000 cycles:   31450121 heartbeat IPC: 0.86166 cumulative IPC: 0.85850 (Simulation time: 0 hr 1 min 16 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   32588215 heartbeat IPC: 0.87866 cumulative IPC: 0.85921 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  0 instructions:   29000000 cycles:   33771061 heartbeat IPC: 0.84542 cumulative IPC: 0.85872 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  0 instructions:   30000002 cycles:   34952454 heartbeat IPC: 0.84646 cumulative IPC: 0.85831 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  0 instructions:   31000002 cycles:   36140622 heartbeat IPC: 0.84163 cumulative IPC: 0.85776 (Simulation time: 0 hr 1 min 27 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   37314845 heartbeat IPC: 0.85163 cumulative IPC: 0.85757 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   38486317 heartbeat IPC: 0.85363 cumulative IPC: 0.85745 (Simulation time: 0 hr 1 min 33 sec) 
Heartbeat CPU  0 instructions:   34000002 cycles:   39653603 heartbeat IPC: 0.85669 cumulative IPC: 0.85743 (Simulation time: 0 hr 1 min 35 sec) 
Heartbeat CPU  0 instructions:   35000000 cycles:   40833467 heartbeat IPC: 0.84755 cumulative IPC: 0.85714 (Simulation time: 0 hr 1 min 38 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   42025293 heartbeat IPC: 0.83905 cumulative IPC: 0.85663 (Simulation time: 0 hr 1 min 41 sec) 
Heartbeat CPU  0 instructions:   37000001 cycles:   43210057 heartbeat IPC: 0.84405 cumulative IPC: 0.85628 (Simulation time: 0 hr 1 min 44 sec) 
Heartbeat CPU  0 instructions:   38000000 cycles:   44380922 heartbeat IPC: 0.85407 cumulative IPC: 0.85622 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  0 instructions:   39000000 cycles:   45550912 heartbeat IPC: 0.85471 cumulative IPC: 0.85618 (Simulation time: 0 hr 1 min 49 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   46715173 heartbeat IPC: 0.85891 cumulative IPC: 0.85625 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  0 instructions:   41000001 cycles:   47926076 heartbeat IPC: 0.82583 cumulative IPC: 0.85548 (Simulation time: 0 hr 1 min 55 sec) 
Heartbeat CPU  0 instructions:   42000000 cycles:   49121276 heartbeat IPC: 0.83668 cumulative IPC: 0.85503 (Simulation time: 0 hr 1 min 58 sec) 
Heartbeat CPU  0 instructions:   43000000 cycles:   50309866 heartbeat IPC: 0.84133 cumulative IPC: 0.85470 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   51478621 heartbeat IPC: 0.85561 cumulative IPC: 0.85472 (Simulation time: 0 hr 2 min 3 sec) 
Heartbeat CPU  0 instructions:   45000000 cycles:   52646745 heartbeat IPC: 0.85607 cumulative IPC: 0.85475 (Simulation time: 0 hr 2 min 6 sec) 
Heartbeat CPU  0 instructions:   46000002 cycles:   53790100 heartbeat IPC: 0.87462 cumulative IPC: 0.85518 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  0 instructions:   47000000 cycles:   54953940 heartbeat IPC: 0.85922 cumulative IPC: 0.85526 (Simulation time: 0 hr 2 min 12 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   56115343 heartbeat IPC: 0.86103 cumulative IPC: 0.85538 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  0 instructions:   49000001 cycles:   57281738 heartbeat IPC: 0.85734 cumulative IPC: 0.85542 (Simulation time: 0 hr 2 min 17 sec) 
Heartbeat CPU  0 instructions:   50000002 cycles:   58429531 heartbeat IPC: 0.87124 cumulative IPC: 0.85573 (Simulation time: 0 hr 2 min 20 sec) 
Heartbeat CPU  0 instructions:   51000000 cycles:   59572774 heartbeat IPC: 0.87470 cumulative IPC: 0.85610 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   60711264 heartbeat IPC: 0.87836 cumulative IPC: 0.85651 (Simulation time: 0 hr 2 min 25 sec) 
Heartbeat CPU  0 instructions:   53000001 cycles:   61847235 heartbeat IPC: 0.88031 cumulative IPC: 0.85695 (Simulation time: 0 hr 2 min 28 sec) 
Heartbeat CPU  0 instructions:   54000000 cycles:   62983027 heartbeat IPC: 0.88044 cumulative IPC: 0.85737 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  0 instructions:   55000001 cycles:   64118963 heartbeat IPC: 0.88033 cumulative IPC: 0.85778 (Simulation time: 0 hr 2 min 34 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   65279025 heartbeat IPC: 0.86202 cumulative IPC: 0.85786 (Simulation time: 0 hr 2 min 36 sec) 
Heartbeat CPU  0 instructions:   57000000 cycles:   66428445 heartbeat IPC: 0.87000 cumulative IPC: 0.85807 (Simulation time: 0 hr 2 min 39 sec) 
Heartbeat CPU  0 instructions:   58000003 cycles:   67586685 heartbeat IPC: 0.86338 cumulative IPC: 0.85816 (Simulation time: 0 hr 2 min 42 sec) 
Heartbeat CPU  0 instructions:   59000003 cycles:   68755646 heartbeat IPC: 0.85546 cumulative IPC: 0.85811 (Simulation time: 0 hr 2 min 45 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   69932097 heartbeat IPC: 0.85001 cumulative IPC: 0.85798 (Simulation time: 0 hr 2 min 48 sec) 
Heartbeat CPU  0 instructions:   61000002 cycles:   71120429 heartbeat IPC: 0.84152 cumulative IPC: 0.85770 (Simulation time: 0 hr 2 min 50 sec) 
Heartbeat CPU  0 instructions:   62000000 cycles:   72308706 heartbeat IPC: 0.84155 cumulative IPC: 0.85743 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  0 instructions:   63000000 cycles:   73509112 heartbeat IPC: 0.83305 cumulative IPC: 0.85704 (Simulation time: 0 hr 2 min 56 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   74713642 heartbeat IPC: 0.83020 cumulative IPC: 0.85660 (Simulation time: 0 hr 2 min 59 sec) 
Heartbeat CPU  0 instructions:   65000000 cycles:   75921708 heartbeat IPC: 0.82777 cumulative IPC: 0.85615 (Simulation time: 0 hr 3 min 2 sec) 
Heartbeat CPU  0 instructions:   66000002 cycles:   77126348 heartbeat IPC: 0.83013 cumulative IPC: 0.85574 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  0 instructions:   67000001 cycles:   78317736 heartbeat IPC: 0.83936 cumulative IPC: 0.85549 (Simulation time: 0 hr 3 min 7 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   79505507 heartbeat IPC: 0.84191 cumulative IPC: 0.85529 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  0 instructions:   69000001 cycles:   80692465 heartbeat IPC: 0.84249 cumulative IPC: 0.85510 (Simulation time: 0 hr 3 min 13 sec) 
Heartbeat CPU  0 instructions:   70000001 cycles:   81877614 heartbeat IPC: 0.84378 cumulative IPC: 0.85493 (Simulation time: 0 hr 3 min 16 sec) 
Heartbeat CPU  0 instructions:   71000003 cycles:   83058589 heartbeat IPC: 0.84676 cumulative IPC: 0.85482 (Simulation time: 0 hr 3 min 18 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   84231554 heartbeat IPC: 0.85254 cumulative IPC: 0.85479 (Simulation time: 0 hr 3 min 21 sec) 
Heartbeat CPU  0 instructions:   73000000 cycles:   85417323 heartbeat IPC: 0.84333 cumulative IPC: 0.85463 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  0 instructions:   74000000 cycles:   86606194 heartbeat IPC: 0.84113 cumulative IPC: 0.85444 (Simulation time: 0 hr 3 min 27 sec) 
Heartbeat CPU  0 instructions:   75000001 cycles:   87766826 heartbeat IPC: 0.86160 cumulative IPC: 0.85454 (Simulation time: 0 hr 3 min 30 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   88829288 heartbeat IPC: 0.94121 cumulative IPC: 0.85557 (Simulation time: 0 hr 3 min 32 sec) 
Heartbeat CPU  0 instructions:   77000000 cycles:   89811743 heartbeat IPC: 1.01786 cumulative IPC: 0.85735 (Simulation time: 0 hr 3 min 35 sec) 
Heartbeat CPU  0 instructions:   78000001 cycles:   91004751 heartbeat IPC: 0.83822 cumulative IPC: 0.85710 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  0 instructions:   79000003 cycles:   92202383 heartbeat IPC: 0.83498 cumulative IPC: 0.85681 (Simulation time: 0 hr 3 min 41 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   93406417 heartbeat IPC: 0.83054 cumulative IPC: 0.85647 (Simulation time: 0 hr 3 min 44 sec) 
Heartbeat CPU  0 instructions:   81000003 cycles:   94591321 heartbeat IPC: 0.84395 cumulative IPC: 0.85632 (Simulation time: 0 hr 3 min 46 sec) 
Heartbeat CPU  0 instructions:   82000003 cycles:   95776552 heartbeat IPC: 0.84372 cumulative IPC: 0.85616 (Simulation time: 0 hr 3 min 49 sec) 
Heartbeat CPU  0 instructions:   83000003 cycles:   96953186 heartbeat IPC: 0.84988 cumulative IPC: 0.85608 (Simulation time: 0 hr 3 min 52 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   98121172 heartbeat IPC: 0.85617 cumulative IPC: 0.85608 (Simulation time: 0 hr 3 min 55 sec) 
Heartbeat CPU  0 instructions:   85000001 cycles:   99291267 heartbeat IPC: 0.85463 cumulative IPC: 0.85607 (Simulation time: 0 hr 3 min 58 sec) 
Heartbeat CPU  0 instructions:   86000000 cycles:  100442689 heartbeat IPC: 0.86849 cumulative IPC: 0.85621 (Simulation time: 0 hr 4 min 1 sec) 
Heartbeat CPU  0 instructions:   87000001 cycles:  101614444 heartbeat IPC: 0.85342 cumulative IPC: 0.85618 (Simulation time: 0 hr 4 min 4 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:  102763205 heartbeat IPC: 0.87050 cumulative IPC: 0.85634 (Simulation time: 0 hr 4 min 6 sec) 
Heartbeat CPU  0 instructions:   89000000 cycles:  103939780 heartbeat IPC: 0.84992 cumulative IPC: 0.85627 (Simulation time: 0 hr 4 min 9 sec) 
Heartbeat CPU  0 instructions:   90000000 cycles:  105076889 heartbeat IPC: 0.87942 cumulative IPC: 0.85652 (Simulation time: 0 hr 4 min 12 sec) 
Heartbeat CPU  0 instructions:   91000003 cycles:  106208972 heartbeat IPC: 0.88333 cumulative IPC: 0.85680 (Simulation time: 0 hr 4 min 15 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:  107339234 heartbeat IPC: 0.88475 cumulative IPC: 0.85710 (Simulation time: 0 hr 4 min 18 sec) 
Heartbeat CPU  0 instructions:   93000002 cycles:  108468997 heartbeat IPC: 0.88514 cumulative IPC: 0.85739 (Simulation time: 0 hr 4 min 20 sec) 
Heartbeat CPU  0 instructions:   94000001 cycles:  109606052 heartbeat IPC: 0.87946 cumulative IPC: 0.85762 (Simulation time: 0 hr 4 min 23 sec) 
Heartbeat CPU  0 instructions:   95000001 cycles:  110770832 heartbeat IPC: 0.85853 cumulative IPC: 0.85763 (Simulation time: 0 hr 4 min 26 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:  111938206 heartbeat IPC: 0.85662 cumulative IPC: 0.85762 (Simulation time: 0 hr 4 min 29 sec) 
Heartbeat CPU  0 instructions:   97000000 cycles:  113104643 heartbeat IPC: 0.85731 cumulative IPC: 0.85761 (Simulation time: 0 hr 4 min 32 sec) 
Heartbeat CPU  0 instructions:   98000001 cycles:  114259863 heartbeat IPC: 0.86564 cumulative IPC: 0.85769 (Simulation time: 0 hr 4 min 35 sec) 
Heartbeat CPU  0 instructions:   99000000 cycles:  115432274 heartbeat IPC: 0.85294 cumulative IPC: 0.85765 (Simulation time: 0 hr 4 min 38 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:  116585575 heartbeat IPC: 0.86708 cumulative IPC: 0.85774 (Simulation time: 0 hr 4 min 41 sec) 

Warmup complete CPU  0 instructions:  100000002 cycles:  116585576 (Simulation time: 0 hr 4 min 41 sec) 

Heartbeat CPU  0 instructions:  101000000 cycles:  137857584 heartbeat IPC: 0.04701 cumulative IPC: 0.04701 (Simulation time: 0 hr 4 min 51 sec) 
Heartbeat CPU  0 instructions:  102000000 cycles:  159138269 heartbeat IPC: 0.04699 cumulative IPC: 0.04700 (Simulation time: 0 hr 5 min 1 sec) 
Heartbeat CPU  0 instructions:  103000000 cycles:  180059302 heartbeat IPC: 0.04780 cumulative IPC: 0.04726 (Simulation time: 0 hr 5 min 10 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:  201273789 heartbeat IPC: 0.04714 cumulative IPC: 0.04723 (Simulation time: 0 hr 5 min 20 sec) 
Heartbeat CPU  0 instructions:  105000000 cycles:  222800098 heartbeat IPC: 0.04645 cumulative IPC: 0.04707 (Simulation time: 0 hr 5 min 30 sec) 
Heartbeat CPU  0 instructions:  106000000 cycles:  244193471 heartbeat IPC: 0.04674 cumulative IPC: 0.04702 (Simulation time: 0 hr 5 min 40 sec) 
Heartbeat CPU  0 instructions:  107000001 cycles:  265444414 heartbeat IPC: 0.04706 cumulative IPC: 0.04702 (Simulation time: 0 hr 5 min 50 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:  286896847 heartbeat IPC: 0.04661 cumulative IPC: 0.04697 (Simulation time: 0 hr 6 min 0 sec) 
Heartbeat CPU  0 instructions:  109000000 cycles:  308075395 heartbeat IPC: 0.04722 cumulative IPC: 0.04700 (Simulation time: 0 hr 6 min 10 sec) 
Heartbeat CPU  0 instructions:  110000000 cycles:  329753907 heartbeat IPC: 0.04613 cumulative IPC: 0.04691 (Simulation time: 0 hr 6 min 20 sec) 
Heartbeat CPU  0 instructions:  111000001 cycles:  351089914 heartbeat IPC: 0.04687 cumulative IPC: 0.04691 (Simulation time: 0 hr 6 min 30 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:  372678131 heartbeat IPC: 0.04632 cumulative IPC: 0.04686 (Simulation time: 0 hr 6 min 40 sec) 
Heartbeat CPU  0 instructions:  113000000 cycles:  394108359 heartbeat IPC: 0.04666 cumulative IPC: 0.04684 (Simulation time: 0 hr 6 min 50 sec) 
Heartbeat CPU  0 instructions:  114000000 cycles:  415518748 heartbeat IPC: 0.04671 cumulative IPC: 0.04683 (Simulation time: 0 hr 7 min 0 sec) 
Heartbeat CPU  0 instructions:  115000001 cycles:  437120886 heartbeat IPC: 0.04629 cumulative IPC: 0.04680 (Simulation time: 0 hr 7 min 10 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:  458712042 heartbeat IPC: 0.04632 cumulative IPC: 0.04677 (Simulation time: 0 hr 7 min 20 sec) 
Heartbeat CPU  0 instructions:  117000000 cycles:  480218275 heartbeat IPC: 0.04650 cumulative IPC: 0.04675 (Simulation time: 0 hr 7 min 31 sec) 
Heartbeat CPU  0 instructions:  118000000 cycles:  501817367 heartbeat IPC: 0.04630 cumulative IPC: 0.04673 (Simulation time: 0 hr 7 min 41 sec) 
Heartbeat CPU  0 instructions:  119000002 cycles:  523384689 heartbeat IPC: 0.04637 cumulative IPC: 0.04671 (Simulation time: 0 hr 7 min 51 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:  544776090 heartbeat IPC: 0.04675 cumulative IPC: 0.04671 (Simulation time: 0 hr 8 min 1 sec) 
Heartbeat CPU  0 instructions:  121000000 cycles:  565817639 heartbeat IPC: 0.04753 cumulative IPC: 0.04675 (Simulation time: 0 hr 8 min 10 sec) 
Heartbeat CPU  0 instructions:  122000000 cycles:  587279345 heartbeat IPC: 0.04659 cumulative IPC: 0.04674 (Simulation time: 0 hr 8 min 20 sec) 
Heartbeat CPU  0 instructions:  123000000 cycles:  608643410 heartbeat IPC: 0.04681 cumulative IPC: 0.04674 (Simulation time: 0 hr 8 min 30 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:  630192421 heartbeat IPC: 0.04641 cumulative IPC: 0.04673 (Simulation time: 0 hr 8 min 40 sec) 
Heartbeat CPU  0 instructions:  125000000 cycles:  651565111 heartbeat IPC: 0.04679 cumulative IPC: 0.04673 (Simulation time: 0 hr 8 min 50 sec) 
Heartbeat CPU  0 instructions:  126000001 cycles:  672956213 heartbeat IPC: 0.04675 cumulative IPC: 0.04673 (Simulation time: 0 hr 9 min 0 sec) 
Heartbeat CPU  0 instructions:  127000001 cycles:  694032533 heartbeat IPC: 0.04745 cumulative IPC: 0.04676 (Simulation time: 0 hr 9 min 10 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:  714932945 heartbeat IPC: 0.04785 cumulative IPC: 0.04680 (Simulation time: 0 hr 9 min 20 sec) 
Heartbeat CPU  0 instructions:  129000002 cycles:  735726215 heartbeat IPC: 0.04809 cumulative IPC: 0.04684 (Simulation time: 0 hr 9 min 30 sec) 
Heartbeat CPU  0 instructions:  130000001 cycles:  756692674 heartbeat IPC: 0.04770 cumulative IPC: 0.04687 (Simulation time: 0 hr 9 min 40 sec) 
Heartbeat CPU  0 instructions:  131000001 cycles:  777588289 heartbeat IPC: 0.04786 cumulative IPC: 0.04690 (Simulation time: 0 hr 9 min 50 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:  798574876 heartbeat IPC: 0.04765 cumulative IPC: 0.04692 (Simulation time: 0 hr 10 min 0 sec) 
Heartbeat CPU  0 instructions:  133000000 cycles:  819530154 heartbeat IPC: 0.04772 cumulative IPC: 0.04695 (Simulation time: 0 hr 10 min 10 sec) 
Heartbeat CPU  0 instructions:  134000001 cycles:  840104291 heartbeat IPC: 0.04860 cumulative IPC: 0.04699 (Simulation time: 0 hr 10 min 20 sec) 
Heartbeat CPU  0 instructions:  135000000 cycles:  860832556 heartbeat IPC: 0.04824 cumulative IPC: 0.04703 (Simulation time: 0 hr 10 min 30 sec) 
Heartbeat CPU  0 instructions:  136000000 cycles:  881357268 heartbeat IPC: 0.04872 cumulative IPC: 0.04707 (Simulation time: 0 hr 10 min 40 sec) 
Heartbeat CPU  0 instructions:  137000000 cycles:  902566655 heartbeat IPC: 0.04715 cumulative IPC: 0.04707 (Simulation time: 0 hr 10 min 50 sec) 
Heartbeat CPU  0 instructions:  138000000 cycles:  923156431 heartbeat IPC: 0.04857 cumulative IPC: 0.04711 (Simulation time: 0 hr 11 min 0 sec) 
Heartbeat CPU  0 instructions:  139000000 cycles:  944089324 heartbeat IPC: 0.04777 cumulative IPC: 0.04713 (Simulation time: 0 hr 11 min 10 sec) 
Heartbeat CPU  0 instructions:  140000000 cycles:  965344082 heartbeat IPC: 0.04705 cumulative IPC: 0.04713 (Simulation time: 0 hr 11 min 19 sec) 
Heartbeat CPU  0 instructions:  141000000 cycles:  986294059 heartbeat IPC: 0.04773 cumulative IPC: 0.04714 (Simulation time: 0 hr 11 min 29 sec) 
Heartbeat CPU  0 instructions:  142000001 cycles: 1007090800 heartbeat IPC: 0.04808 cumulative IPC: 0.04716 (Simulation time: 0 hr 11 min 39 sec) 
Heartbeat CPU  0 instructions:  143000003 cycles: 1028013550 heartbeat IPC: 0.04779 cumulative IPC: 0.04718 (Simulation time: 0 hr 11 min 49 sec) 
Heartbeat CPU  0 instructions:  144000000 cycles: 1049036631 heartbeat IPC: 0.04757 cumulative IPC: 0.04719 (Simulation time: 0 hr 11 min 59 sec) 
Heartbeat CPU  0 instructions:  145000000 cycles: 1070217595 heartbeat IPC: 0.04721 cumulative IPC: 0.04719 (Simulation time: 0 hr 12 min 9 sec) 
Heartbeat CPU  0 instructions:  146000003 cycles: 1091540802 heartbeat IPC: 0.04690 cumulative IPC: 0.04718 (Simulation time: 0 hr 12 min 19 sec) 
Heartbeat CPU  0 instructions:  147000002 cycles: 1112807809 heartbeat IPC: 0.04702 cumulative IPC: 0.04718 (Simulation time: 0 hr 12 min 29 sec) 
Heartbeat CPU  0 instructions:  148000000 cycles: 1134075406 heartbeat IPC: 0.04702 cumulative IPC: 0.04717 (Simulation time: 0 hr 12 min 39 sec) 
