*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/bingo.ini

trace_0 /home/functionmain/桌面/Pythia/traces/433.milc-127B.champsimtrace.xz
Heartbeat CPU  0 instructions:    2000000 cycles:     770100 heartbeat IPC: 2.59722 cumulative IPC: 2.59707 (Simulation time: 0 hr 0 min 4 sec) 
Heartbeat CPU  0 instructions:    3000000 cycles:    1155105 heartbeat IPC: 2.59737 cumulative IPC: 2.59717 (Simulation time: 0 hr 0 min 5 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    1540129 heartbeat IPC: 2.59724 cumulative IPC: 2.59719 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  0 instructions:    5000001 cycles:    1925178 heartbeat IPC: 2.59707 cumulative IPC: 2.59716 (Simulation time: 0 hr 0 min 9 sec) 
Heartbeat CPU  0 instructions:    6000000 cycles:    2310196 heartbeat IPC: 2.59728 cumulative IPC: 2.59718 (Simulation time: 0 hr 0 min 11 sec) 
Heartbeat CPU  0 instructions:    7000002 cycles:    2695197 heartbeat IPC: 2.59740 cumulative IPC: 2.59721 (Simulation time: 0 hr 0 min 12 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    3080231 heartbeat IPC: 2.59717 cumulative IPC: 2.59721 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  0 instructions:    9000003 cycles:    3465269 heartbeat IPC: 2.59715 cumulative IPC: 2.59720 (Simulation time: 0 hr 0 min 16 sec) 
Heartbeat CPU  0 instructions:   10000000 cycles:    3850300 heartbeat IPC: 2.59719 cumulative IPC: 2.59720 (Simulation time: 0 hr 0 min 17 sec) 
Heartbeat CPU  0 instructions:   11000002 cycles:    4235305 heartbeat IPC: 2.59737 cumulative IPC: 2.59722 (Simulation time: 0 hr 0 min 19 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    4620319 heartbeat IPC: 2.59730 cumulative IPC: 2.59722 (Simulation time: 0 hr 0 min 21 sec) 
Heartbeat CPU  0 instructions:   13000003 cycles:    5005372 heartbeat IPC: 2.59705 cumulative IPC: 2.59721 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  0 instructions:   14000000 cycles:    5390389 heartbeat IPC: 2.59728 cumulative IPC: 2.59722 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  0 instructions:   15000003 cycles:    5775407 heartbeat IPC: 2.59729 cumulative IPC: 2.59722 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:    6160425 heartbeat IPC: 2.59727 cumulative IPC: 2.59722 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  0 instructions:   17000001 cycles:    6545469 heartbeat IPC: 2.59711 cumulative IPC: 2.59722 (Simulation time: 0 hr 0 min 29 sec) 
Heartbeat CPU  0 instructions:   18000000 cycles:    6930506 heartbeat IPC: 2.59715 cumulative IPC: 2.59721 (Simulation time: 0 hr 0 min 31 sec) 
Heartbeat CPU  0 instructions:   19000003 cycles:    7315504 heartbeat IPC: 2.59742 cumulative IPC: 2.59722 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:    7803623 heartbeat IPC: 2.04867 cumulative IPC: 2.56291 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  0 instructions:   21000001 cycles:    8310400 heartbeat IPC: 1.97326 cumulative IPC: 2.52695 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  0 instructions:   22000001 cycles:    8867174 heartbeat IPC: 1.79606 cumulative IPC: 2.48106 (Simulation time: 0 hr 0 min 38 sec) 
Heartbeat CPU  0 instructions:   23000001 cycles:    9423995 heartbeat IPC: 1.79591 cumulative IPC: 2.44058 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:    9972808 heartbeat IPC: 1.82211 cumulative IPC: 2.40654 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  0 instructions:   25000002 cycles:   10417109 heartbeat IPC: 2.25073 cumulative IPC: 2.39990 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  0 instructions:   26000002 cycles:   10861384 heartbeat IPC: 2.25086 cumulative IPC: 2.39380 (Simulation time: 0 hr 0 min 45 sec) 
Heartbeat CPU  0 instructions:   27000002 cycles:   11305658 heartbeat IPC: 2.25086 cumulative IPC: 2.38819 (Simulation time: 0 hr 0 min 47 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   11749932 heartbeat IPC: 2.25086 cumulative IPC: 2.38299 (Simulation time: 0 hr 0 min 49 sec) 
Heartbeat CPU  0 instructions:   29000000 cycles:   12194242 heartbeat IPC: 2.25068 cumulative IPC: 2.37817 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  0 instructions:   30000000 cycles:   12638549 heartbeat IPC: 2.25070 cumulative IPC: 2.37369 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  0 instructions:   31000000 cycles:   13082823 heartbeat IPC: 2.25086 cumulative IPC: 2.36952 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   13527097 heartbeat IPC: 2.25086 cumulative IPC: 2.36562 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   13971399 heartbeat IPC: 2.25072 cumulative IPC: 2.36197 (Simulation time: 0 hr 0 min 58 sec) 
Heartbeat CPU  0 instructions:   34000000 cycles:   14415673 heartbeat IPC: 2.25086 cumulative IPC: 2.35854 (Simulation time: 0 hr 0 min 59 sec) 
Heartbeat CPU  0 instructions:   35000000 cycles:   14859947 heartbeat IPC: 2.25086 cumulative IPC: 2.35532 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   15304228 heartbeat IPC: 2.25083 cumulative IPC: 2.35229 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  0 instructions:   37000001 cycles:   15748546 heartbeat IPC: 2.25064 cumulative IPC: 2.34942 (Simulation time: 0 hr 1 min 5 sec) 
Heartbeat CPU  0 instructions:   38000001 cycles:   16192820 heartbeat IPC: 2.25086 cumulative IPC: 2.34672 (Simulation time: 0 hr 1 min 6 sec) 
Heartbeat CPU  0 instructions:   39000001 cycles:   16637094 heartbeat IPC: 2.25086 cumulative IPC: 2.34416 (Simulation time: 0 hr 1 min 8 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   17081371 heartbeat IPC: 2.25085 cumulative IPC: 2.34173 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  0 instructions:   41000000 cycles:   17525682 heartbeat IPC: 2.25068 cumulative IPC: 2.33942 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   42000000 cycles:   17969961 heartbeat IPC: 2.25084 cumulative IPC: 2.33723 (Simulation time: 0 hr 1 min 14 sec) 
Heartbeat CPU  0 instructions:   43000000 cycles:   18414248 heartbeat IPC: 2.25080 cumulative IPC: 2.33515 (Simulation time: 0 hr 1 min 15 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   18858523 heartbeat IPC: 2.25086 cumulative IPC: 2.33316 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  0 instructions:   45000001 cycles:   19302830 heartbeat IPC: 2.25070 cumulative IPC: 2.33126 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  0 instructions:   46000001 cycles:   19747104 heartbeat IPC: 2.25086 cumulative IPC: 2.32946 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  0 instructions:   47000001 cycles:   20191378 heartbeat IPC: 2.25086 cumulative IPC: 2.32773 (Simulation time: 0 hr 1 min 22 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   20635652 heartbeat IPC: 2.25086 cumulative IPC: 2.32607 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  0 instructions:   49000002 cycles:   21079976 heartbeat IPC: 2.25061 cumulative IPC: 2.32448 (Simulation time: 0 hr 1 min 26 sec) 
Heartbeat CPU  0 instructions:   50000001 cycles:   21524282 heartbeat IPC: 2.25070 cumulative IPC: 2.32296 (Simulation time: 0 hr 1 min 28 sec) 
Heartbeat CPU  0 instructions:   51000001 cycles:   21968556 heartbeat IPC: 2.25086 cumulative IPC: 2.32150 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   22412830 heartbeat IPC: 2.25086 cumulative IPC: 2.32010 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  0 instructions:   53000002 cycles:   22857132 heartbeat IPC: 2.25073 cumulative IPC: 2.31875 (Simulation time: 0 hr 1 min 33 sec) 
Heartbeat CPU  0 instructions:   54000002 cycles:   23301406 heartbeat IPC: 2.25086 cumulative IPC: 2.31746 (Simulation time: 0 hr 1 min 35 sec) 
Heartbeat CPU  0 instructions:   55000002 cycles:   23745680 heartbeat IPC: 2.25086 cumulative IPC: 2.31621 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   24189956 heartbeat IPC: 2.25085 cumulative IPC: 2.31501 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  0 instructions:   57000000 cycles:   24634280 heartbeat IPC: 2.25061 cumulative IPC: 2.31385 (Simulation time: 0 hr 1 min 40 sec) 
Heartbeat CPU  0 instructions:   58000000 cycles:   25078554 heartbeat IPC: 2.25086 cumulative IPC: 2.31273 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  0 instructions:   59000003 cycles:   25523030 heartbeat IPC: 2.24985 cumulative IPC: 2.31164 (Simulation time: 0 hr 1 min 44 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   25967725 heartbeat IPC: 2.24873 cumulative IPC: 2.31056 (Simulation time: 0 hr 1 min 46 sec) 
Heartbeat CPU  0 instructions:   61000000 cycles:   26412459 heartbeat IPC: 2.24854 cumulative IPC: 2.30952 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  0 instructions:   62000002 cycles:   26857173 heartbeat IPC: 2.24864 cumulative IPC: 2.30851 (Simulation time: 0 hr 1 min 49 sec) 
Heartbeat CPU  0 instructions:   63000003 cycles:   27301856 heartbeat IPC: 2.24880 cumulative IPC: 2.30754 (Simulation time: 0 hr 1 min 51 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   27746576 heartbeat IPC: 2.24860 cumulative IPC: 2.30659 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  0 instructions:   65000003 cycles:   28191305 heartbeat IPC: 2.24857 cumulative IPC: 2.30568 (Simulation time: 0 hr 1 min 55 sec) 
Heartbeat CPU  0 instructions:   66000000 cycles:   28635994 heartbeat IPC: 2.24876 cumulative IPC: 2.30479 (Simulation time: 0 hr 1 min 56 sec) 
Heartbeat CPU  0 instructions:   67000001 cycles:   29080710 heartbeat IPC: 2.24863 cumulative IPC: 2.30393 (Simulation time: 0 hr 1 min 58 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   29525378 heartbeat IPC: 2.24887 cumulative IPC: 2.30310 (Simulation time: 0 hr 2 min 0 sec) 
Heartbeat CPU  0 instructions:   69000003 cycles:   29970110 heartbeat IPC: 2.24855 cumulative IPC: 2.30229 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  0 instructions:   70000003 cycles:   30414800 heartbeat IPC: 2.24876 cumulative IPC: 2.30151 (Simulation time: 0 hr 2 min 3 sec) 
Heartbeat CPU  0 instructions:   71000003 cycles:   30859503 heartbeat IPC: 2.24869 cumulative IPC: 2.30075 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   31304210 heartbeat IPC: 2.24866 cumulative IPC: 2.30001 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  0 instructions:   73000001 cycles:   31748940 heartbeat IPC: 2.24856 cumulative IPC: 2.29929 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  0 instructions:   74000002 cycles:   32193644 heartbeat IPC: 2.24869 cumulative IPC: 2.29859 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  0 instructions:   75000003 cycles:   32638315 heartbeat IPC: 2.24886 cumulative IPC: 2.29791 (Simulation time: 0 hr 2 min 12 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   33083021 heartbeat IPC: 2.24867 cumulative IPC: 2.29725 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  0 instructions:   77000003 cycles:   33527741 heartbeat IPC: 2.24861 cumulative IPC: 2.29661 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  0 instructions:   78000000 cycles:   33972425 heartbeat IPC: 2.24878 cumulative IPC: 2.29598 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  0 instructions:   79000001 cycles:   34417155 heartbeat IPC: 2.24856 cumulative IPC: 2.29537 (Simulation time: 0 hr 2 min 20 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   34861826 heartbeat IPC: 2.24885 cumulative IPC: 2.29477 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  0 instructions:   81000001 cycles:   35306577 heartbeat IPC: 2.24845 cumulative IPC: 2.29419 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  0 instructions:   82000002 cycles:   35751279 heartbeat IPC: 2.24870 cumulative IPC: 2.29362 (Simulation time: 0 hr 2 min 25 sec) 
Heartbeat CPU  0 instructions:   83000003 cycles:   36195969 heartbeat IPC: 2.24876 cumulative IPC: 2.29307 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   36640652 heartbeat IPC: 2.24879 cumulative IPC: 2.29254 (Simulation time: 0 hr 2 min 28 sec) 
Heartbeat CPU  0 instructions:   85000003 cycles:   37085405 heartbeat IPC: 2.24845 cumulative IPC: 2.29201 (Simulation time: 0 hr 2 min 30 sec) 
Heartbeat CPU  0 instructions:   86000002 cycles:   37530096 heartbeat IPC: 2.24875 cumulative IPC: 2.29149 (Simulation time: 0 hr 2 min 32 sec) 
Heartbeat CPU  0 instructions:   87000003 cycles:   37974781 heartbeat IPC: 2.24879 cumulative IPC: 2.29099 (Simulation time: 0 hr 2 min 34 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   38419486 heartbeat IPC: 2.24867 cumulative IPC: 2.29050 (Simulation time: 0 hr 2 min 36 sec) 
Heartbeat CPU  0 instructions:   89000001 cycles:   38864221 heartbeat IPC: 2.24853 cumulative IPC: 2.29002 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  0 instructions:   90000000 cycles:   39308914 heartbeat IPC: 2.24874 cumulative IPC: 2.28956 (Simulation time: 0 hr 2 min 39 sec) 
Heartbeat CPU  0 instructions:   91000001 cycles:   39753626 heartbeat IPC: 2.24865 cumulative IPC: 2.28910 (Simulation time: 0 hr 2 min 41 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   40198273 heartbeat IPC: 2.24897 cumulative IPC: 2.28866 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  0 instructions:   93000001 cycles:   40643010 heartbeat IPC: 2.24852 cumulative IPC: 2.28822 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  0 instructions:   94000003 cycles:   41083523 heartbeat IPC: 2.27009 cumulative IPC: 2.28802 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  0 instructions:   95000001 cycles:   41513534 heartbeat IPC: 2.32552 cumulative IPC: 2.28841 (Simulation time: 0 hr 2 min 48 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:   41943548 heartbeat IPC: 2.32550 cumulative IPC: 2.28879 (Simulation time: 0 hr 2 min 50 sec) 
Heartbeat CPU  0 instructions:   97000001 cycles:   42373579 heartbeat IPC: 2.32542 cumulative IPC: 2.28916 (Simulation time: 0 hr 2 min 52 sec) 
Heartbeat CPU  0 instructions:   98000000 cycles:   42803588 heartbeat IPC: 2.32553 cumulative IPC: 2.28953 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  0 instructions:   99000000 cycles:   43233617 heartbeat IPC: 2.32542 cumulative IPC: 2.28988 (Simulation time: 0 hr 2 min 55 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:   43663625 heartbeat IPC: 2.32554 cumulative IPC: 2.29024 (Simulation time: 0 hr 2 min 57 sec) 

Warmup complete CPU  0 instructions:  100000001 cycles:   43663626 (Simulation time: 0 hr 2 min 57 sec) 

Heartbeat CPU  0 instructions:  101000002 cycles:   45367090 heartbeat IPC: 0.58704 cumulative IPC: 0.58704 (Simulation time: 0 hr 3 min 0 sec) 
Heartbeat CPU  0 instructions:  102000001 cycles:   47116641 heartbeat IPC: 0.57157 cumulative IPC: 0.57920 (Simulation time: 0 hr 3 min 3 sec) 
Heartbeat CPU  0 instructions:  103000002 cycles:   49093189 heartbeat IPC: 0.50593 cumulative IPC: 0.55253 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:   51673420 heartbeat IPC: 0.38756 cumulative IPC: 0.49939 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  0 instructions:  105000002 cycles:   54210260 heartbeat IPC: 0.39419 cumulative IPC: 0.47409 (Simulation time: 0 hr 3 min 11 sec) 
Heartbeat CPU  0 instructions:  106000001 cycles:   56752252 heartbeat IPC: 0.39339 cumulative IPC: 0.45841 (Simulation time: 0 hr 3 min 14 sec) 
Heartbeat CPU  0 instructions:  107000002 cycles:   59298617 heartbeat IPC: 0.39272 cumulative IPC: 0.44771 (Simulation time: 0 hr 3 min 17 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:   61826549 heartbeat IPC: 0.39558 cumulative IPC: 0.44046 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  0 instructions:  109000000 cycles:   64361445 heartbeat IPC: 0.39449 cumulative IPC: 0.43483 (Simulation time: 0 hr 3 min 22 sec) 
Heartbeat CPU  0 instructions:  110000001 cycles:   66896748 heartbeat IPC: 0.39443 cumulative IPC: 0.43042 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  0 instructions:  111000002 cycles:   69428933 heartbeat IPC: 0.39492 cumulative IPC: 0.42693 (Simulation time: 0 hr 3 min 27 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:   71966798 heartbeat IPC: 0.39403 cumulative IPC: 0.42398 (Simulation time: 0 hr 3 min 30 sec) 
Heartbeat CPU  0 instructions:  113000000 cycles:   74503019 heartbeat IPC: 0.39429 cumulative IPC: 0.42154 (Simulation time: 0 hr 3 min 33 sec) 
Heartbeat CPU  0 instructions:  114000001 cycles:   77027651 heartbeat IPC: 0.39610 cumulative IPC: 0.41961 (Simulation time: 0 hr 3 min 35 sec) 
Heartbeat CPU  0 instructions:  115000001 cycles:   79582560 heartbeat IPC: 0.39140 cumulative IPC: 0.41761 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:   82138279 heartbeat IPC: 0.39128 cumulative IPC: 0.41586 (Simulation time: 0 hr 3 min 41 sec) 
Heartbeat CPU  0 instructions:  117000003 cycles:   84694550 heartbeat IPC: 0.39120 cumulative IPC: 0.41432 (Simulation time: 0 hr 3 min 44 sec) 
Heartbeat CPU  0 instructions:  118000001 cycles:   87242876 heartbeat IPC: 0.39241 cumulative IPC: 0.41304 (Simulation time: 0 hr 3 min 46 sec) 
Heartbeat CPU  0 instructions:  119000000 cycles:   89775401 heartbeat IPC: 0.39486 cumulative IPC: 0.41204 (Simulation time: 0 hr 3 min 49 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:   92311860 heartbeat IPC: 0.39425 cumulative IPC: 0.41111 (Simulation time: 0 hr 3 min 52 sec) 
Heartbeat CPU  0 instructions:  121000003 cycles:   94864530 heartbeat IPC: 0.39175 cumulative IPC: 0.41015 (Simulation time: 0 hr 3 min 54 sec) 
Heartbeat CPU  0 instructions:  122000001 cycles:   97405675 heartbeat IPC: 0.39352 cumulative IPC: 0.40936 (Simulation time: 0 hr 3 min 57 sec) 
Heartbeat CPU  0 instructions:  123000001 cycles:   99949682 heartbeat IPC: 0.39308 cumulative IPC: 0.40863 (Simulation time: 0 hr 4 min 0 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:  102480986 heartbeat IPC: 0.39505 cumulative IPC: 0.40804 (Simulation time: 0 hr 4 min 3 sec) 
Heartbeat CPU  0 instructions:  125000003 cycles:  105025769 heartbeat IPC: 0.39296 cumulative IPC: 0.40742 (Simulation time: 0 hr 4 min 5 sec) 
Heartbeat CPU  0 instructions:  126000001 cycles:  107556519 heartbeat IPC: 0.39514 cumulative IPC: 0.40693 (Simulation time: 0 hr 4 min 8 sec) 
Heartbeat CPU  0 instructions:  127000003 cycles:  109732766 heartbeat IPC: 0.45951 cumulative IPC: 0.40866 (Simulation time: 0 hr 4 min 11 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:  111439146 heartbeat IPC: 0.58603 cumulative IPC: 0.41313 (Simulation time: 0 hr 4 min 14 sec) 
Heartbeat CPU  0 instructions:  129000001 cycles:  113742406 heartbeat IPC: 0.43417 cumulative IPC: 0.41382 (Simulation time: 0 hr 4 min 16 sec) 
Heartbeat CPU  0 instructions:  130000002 cycles:  116274962 heartbeat IPC: 0.39486 cumulative IPC: 0.41316 (Simulation time: 0 hr 4 min 19 sec) 
Heartbeat CPU  0 instructions:  131000000 cycles:  118808514 heartbeat IPC: 0.39470 cumulative IPC: 0.41254 (Simulation time: 0 hr 4 min 22 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:  121342551 heartbeat IPC: 0.39463 cumulative IPC: 0.41195 (Simulation time: 0 hr 4 min 24 sec) 
Heartbeat CPU  0 instructions:  133000001 cycles:  123870229 heartbeat IPC: 0.39562 cumulative IPC: 0.41144 (Simulation time: 0 hr 4 min 27 sec) 
Heartbeat CPU  0 instructions:  134000002 cycles:  126405560 heartbeat IPC: 0.39443 cumulative IPC: 0.41092 (Simulation time: 0 hr 4 min 30 sec) 
Heartbeat CPU  0 instructions:  135000001 cycles:  128962122 heartbeat IPC: 0.39115 cumulative IPC: 0.41032 (Simulation time: 0 hr 4 min 33 sec) 
Heartbeat CPU  0 instructions:  136000000 cycles:  131504094 heartbeat IPC: 0.39339 cumulative IPC: 0.40983 (Simulation time: 0 hr 4 min 35 sec) 
Heartbeat CPU  0 instructions:  137000003 cycles:  134061944 heartbeat IPC: 0.39095 cumulative IPC: 0.40930 (Simulation time: 0 hr 4 min 38 sec) 
Heartbeat CPU  0 instructions:  138000002 cycles:  136626791 heartbeat IPC: 0.38989 cumulative IPC: 0.40876 (Simulation time: 0 hr 4 min 41 sec) 
Heartbeat CPU  0 instructions:  139000003 cycles:  139169483 heartbeat IPC: 0.39328 cumulative IPC: 0.40835 (Simulation time: 0 hr 4 min 44 sec) 
Heartbeat CPU  0 instructions:  140000000 cycles:  141721687 heartbeat IPC: 0.39182 cumulative IPC: 0.40792 (Simulation time: 0 hr 4 min 46 sec) 
Heartbeat CPU  0 instructions:  141000003 cycles:  144269422 heartbeat IPC: 0.39251 cumulative IPC: 0.40753 (Simulation time: 0 hr 4 min 49 sec) 
Heartbeat CPU  0 instructions:  142000002 cycles:  146817570 heartbeat IPC: 0.39244 cumulative IPC: 0.40716 (Simulation time: 0 hr 4 min 52 sec) 
Heartbeat CPU  0 instructions:  143000002 cycles:  149359434 heartbeat IPC: 0.39341 cumulative IPC: 0.40683 (Simulation time: 0 hr 4 min 54 sec) 
Heartbeat CPU  0 instructions:  144000000 cycles:  151900300 heartbeat IPC: 0.39357 cumulative IPC: 0.40652 (Simulation time: 0 hr 4 min 57 sec) 
Heartbeat CPU  0 instructions:  145000003 cycles:  154441741 heartbeat IPC: 0.39348 cumulative IPC: 0.40622 (Simulation time: 0 hr 5 min 0 sec) 
Heartbeat CPU  0 instructions:  146000002 cycles:  156990667 heartbeat IPC: 0.39232 cumulative IPC: 0.40590 (Simulation time: 0 hr 5 min 3 sec) 
Heartbeat CPU  0 instructions:  147000002 cycles:  159535246 heartbeat IPC: 0.39299 cumulative IPC: 0.40562 (Simulation time: 0 hr 5 min 5 sec) 
Heartbeat CPU  0 instructions:  148000000 cycles:  162082448 heartbeat IPC: 0.39259 cumulative IPC: 0.40534 (Simulation time: 0 hr 5 min 8 sec) 
