*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/bingo.ini

trace_0 /home/functionmain/桌面/Pythia/traces/445.gobmk-36B.champsimtrace.xz
Heartbeat CPU  0 instructions:    2000000 cycles:    2306974 heartbeat IPC: 0.85945 cumulative IPC: 0.86694 (Simulation time: 0 hr 0 min 3 sec) 
Heartbeat CPU  0 instructions:    3000000 cycles:    3459370 heartbeat IPC: 0.86776 cumulative IPC: 0.86721 (Simulation time: 0 hr 0 min 4 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    4510733 heartbeat IPC: 0.95115 cumulative IPC: 0.88677 (Simulation time: 0 hr 0 min 6 sec) 
Heartbeat CPU  0 instructions:    5000001 cycles:    5594467 heartbeat IPC: 0.92274 cumulative IPC: 0.89374 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  0 instructions:    6000000 cycles:    6675423 heartbeat IPC: 0.92511 cumulative IPC: 0.89882 (Simulation time: 0 hr 0 min 9 sec) 
Heartbeat CPU  0 instructions:    7000002 cycles:    7776649 heartbeat IPC: 0.90808 cumulative IPC: 0.90013 (Simulation time: 0 hr 0 min 10 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    8891553 heartbeat IPC: 0.89694 cumulative IPC: 0.89973 (Simulation time: 0 hr 0 min 11 sec) 
Heartbeat CPU  0 instructions:    9000002 cycles:   10003258 heartbeat IPC: 0.89952 cumulative IPC: 0.89971 (Simulation time: 0 hr 0 min 13 sec) 
Heartbeat CPU  0 instructions:   10000000 cycles:   10942605 heartbeat IPC: 1.06457 cumulative IPC: 0.91386 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  0 instructions:   11000002 cycles:   11926506 heartbeat IPC: 1.01636 cumulative IPC: 0.92232 (Simulation time: 0 hr 0 min 15 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:   13064800 heartbeat IPC: 0.87851 cumulative IPC: 0.91850 (Simulation time: 0 hr 0 min 17 sec) 
Heartbeat CPU  0 instructions:   13000001 cycles:   14085545 heartbeat IPC: 0.97968 cumulative IPC: 0.92293 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  0 instructions:   14000001 cycles:   15202448 heartbeat IPC: 0.89533 cumulative IPC: 0.92090 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  0 instructions:   15000003 cycles:   16231971 heartbeat IPC: 0.97133 cumulative IPC: 0.92410 (Simulation time: 0 hr 0 min 21 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:   17274232 heartbeat IPC: 0.95945 cumulative IPC: 0.92624 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  0 instructions:   17000001 cycles:   18299095 heartbeat IPC: 0.97574 cumulative IPC: 0.92901 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  0 instructions:   18000001 cycles:   19403052 heartbeat IPC: 0.90583 cumulative IPC: 0.92769 (Simulation time: 0 hr 0 min 25 sec) 
Heartbeat CPU  0 instructions:   19000003 cycles:   20431391 heartbeat IPC: 0.97244 cumulative IPC: 0.92994 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:   21405213 heartbeat IPC: 1.02688 cumulative IPC: 0.93435 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  0 instructions:   21000002 cycles:   22409256 heartbeat IPC: 0.99598 cumulative IPC: 0.93711 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  0 instructions:   22000002 cycles:   23400752 heartbeat IPC: 1.00858 cumulative IPC: 0.94014 (Simulation time: 0 hr 0 min 31 sec) 
Heartbeat CPU  0 instructions:   23000000 cycles:   24440000 heartbeat IPC: 0.96223 cumulative IPC: 0.94108 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   25395787 heartbeat IPC: 1.04626 cumulative IPC: 0.94504 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  0 instructions:   25000000 cycles:   26453751 heartbeat IPC: 0.94521 cumulative IPC: 0.94505 (Simulation time: 0 hr 0 min 35 sec) 
Heartbeat CPU  0 instructions:   26000001 cycles:   27516061 heartbeat IPC: 0.94135 cumulative IPC: 0.94490 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  0 instructions:   27000001 cycles:   28503388 heartbeat IPC: 1.01284 cumulative IPC: 0.94726 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   29565292 heartbeat IPC: 0.94170 cumulative IPC: 0.94706 (Simulation time: 0 hr 0 min 40 sec) 
Heartbeat CPU  0 instructions:   29000002 cycles:   30602028 heartbeat IPC: 0.96457 cumulative IPC: 0.94765 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  0 instructions:   30000001 cycles:   31599313 heartbeat IPC: 1.00272 cumulative IPC: 0.94939 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  0 instructions:   31000002 cycles:   32708802 heartbeat IPC: 0.90132 cumulative IPC: 0.94776 (Simulation time: 0 hr 0 min 44 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   33757673 heartbeat IPC: 0.95340 cumulative IPC: 0.94793 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   34824505 heartbeat IPC: 0.93735 cumulative IPC: 0.94761 (Simulation time: 0 hr 0 min 47 sec) 
Heartbeat CPU  0 instructions:   34000000 cycles:   35870703 heartbeat IPC: 0.95584 cumulative IPC: 0.94785 (Simulation time: 0 hr 0 min 49 sec) 
Heartbeat CPU  0 instructions:   35000003 cycles:   36866516 heartbeat IPC: 1.00421 cumulative IPC: 0.94937 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   37962466 heartbeat IPC: 0.91245 cumulative IPC: 0.94831 (Simulation time: 0 hr 0 min 51 sec) 
Heartbeat CPU  0 instructions:   37000003 cycles:   39023413 heartbeat IPC: 0.94256 cumulative IPC: 0.94815 (Simulation time: 0 hr 0 min 53 sec) 
Heartbeat CPU  0 instructions:   38000002 cycles:   40046137 heartbeat IPC: 0.97778 cumulative IPC: 0.94891 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  0 instructions:   39000003 cycles:   41098762 heartbeat IPC: 0.95001 cumulative IPC: 0.94893 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   42174342 heartbeat IPC: 0.92973 cumulative IPC: 0.94844 (Simulation time: 0 hr 0 min 57 sec) 
Heartbeat CPU  0 instructions:   41000003 cycles:   43296366 heartbeat IPC: 0.89125 cumulative IPC: 0.94696 (Simulation time: 0 hr 0 min 58 sec) 
Heartbeat CPU  0 instructions:   42000001 cycles:   44325955 heartbeat IPC: 0.97126 cumulative IPC: 0.94753 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  0 instructions:   43000002 cycles:   45345455 heartbeat IPC: 0.98087 cumulative IPC: 0.94828 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   46428844 heartbeat IPC: 0.92303 cumulative IPC: 0.94769 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  0 instructions:   45000001 cycles:   47543549 heartbeat IPC: 0.89710 cumulative IPC: 0.94650 (Simulation time: 0 hr 1 min 4 sec) 
Heartbeat CPU  0 instructions:   46000002 cycles:   48600772 heartbeat IPC: 0.94588 cumulative IPC: 0.94649 (Simulation time: 0 hr 1 min 5 sec) 
Heartbeat CPU  0 instructions:   47000003 cycles:   49567841 heartbeat IPC: 1.03405 cumulative IPC: 0.94820 (Simulation time: 0 hr 1 min 7 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   50569483 heartbeat IPC: 0.99836 cumulative IPC: 0.94919 (Simulation time: 0 hr 1 min 8 sec) 
Heartbeat CPU  0 instructions:   49000000 cycles:   51625986 heartbeat IPC: 0.94652 cumulative IPC: 0.94913 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  0 instructions:   50000001 cycles:   52671765 heartbeat IPC: 0.95623 cumulative IPC: 0.94928 (Simulation time: 0 hr 1 min 11 sec) 
Heartbeat CPU  0 instructions:   51000001 cycles:   53720652 heartbeat IPC: 0.95339 cumulative IPC: 0.94936 (Simulation time: 0 hr 1 min 13 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   54788263 heartbeat IPC: 0.93667 cumulative IPC: 0.94911 (Simulation time: 0 hr 1 min 14 sec) 
Heartbeat CPU  0 instructions:   53000000 cycles:   55895428 heartbeat IPC: 0.90321 cumulative IPC: 0.94820 (Simulation time: 0 hr 1 min 15 sec) 
Heartbeat CPU  0 instructions:   54000003 cycles:   57012754 heartbeat IPC: 0.89500 cumulative IPC: 0.94716 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  0 instructions:   55000003 cycles:   58100665 heartbeat IPC: 0.91919 cumulative IPC: 0.94663 (Simulation time: 0 hr 1 min 18 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   59161291 heartbeat IPC: 0.94284 cumulative IPC: 0.94656 (Simulation time: 0 hr 1 min 20 sec) 
Heartbeat CPU  0 instructions:   57000000 cycles:   60267436 heartbeat IPC: 0.90404 cumulative IPC: 0.94578 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  0 instructions:   58000000 cycles:   61311538 heartbeat IPC: 0.95776 cumulative IPC: 0.94599 (Simulation time: 0 hr 1 min 23 sec) 
Heartbeat CPU  0 instructions:   59000003 cycles:   62422089 heartbeat IPC: 0.90046 cumulative IPC: 0.94518 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   63490915 heartbeat IPC: 0.93560 cumulative IPC: 0.94502 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  0 instructions:   61000001 cycles:   64631453 heartbeat IPC: 0.87678 cumulative IPC: 0.94381 (Simulation time: 0 hr 1 min 27 sec) 
Heartbeat CPU  0 instructions:   62000001 cycles:   65681456 heartbeat IPC: 0.95238 cumulative IPC: 0.94395 (Simulation time: 0 hr 1 min 28 sec) 
Heartbeat CPU  0 instructions:   63000000 cycles:   66732603 heartbeat IPC: 0.95134 cumulative IPC: 0.94407 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   67805446 heartbeat IPC: 0.93210 cumulative IPC: 0.94388 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  0 instructions:   65000000 cycles:   68886894 heartbeat IPC: 0.92469 cumulative IPC: 0.94358 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  0 instructions:   66000000 cycles:   69977913 heartbeat IPC: 0.91657 cumulative IPC: 0.94315 (Simulation time: 0 hr 1 min 34 sec) 
Heartbeat CPU  0 instructions:   67000000 cycles:   71009197 heartbeat IPC: 0.96966 cumulative IPC: 0.94354 (Simulation time: 0 hr 1 min 35 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   72064871 heartbeat IPC: 0.94726 cumulative IPC: 0.94359 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  0 instructions:   69000003 cycles:   73152904 heartbeat IPC: 0.91909 cumulative IPC: 0.94323 (Simulation time: 0 hr 1 min 38 sec) 
Heartbeat CPU  0 instructions:   70000001 cycles:   74334273 heartbeat IPC: 0.84647 cumulative IPC: 0.94169 (Simulation time: 0 hr 1 min 40 sec) 
Heartbeat CPU  0 instructions:   71000001 cycles:   75352782 heartbeat IPC: 0.98183 cumulative IPC: 0.94223 (Simulation time: 0 hr 1 min 41 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   76424646 heartbeat IPC: 0.93295 cumulative IPC: 0.94210 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  0 instructions:   73000002 cycles:   77552458 heartbeat IPC: 0.88667 cumulative IPC: 0.94130 (Simulation time: 0 hr 1 min 44 sec) 
Heartbeat CPU  0 instructions:   74000000 cycles:   78629306 heartbeat IPC: 0.92863 cumulative IPC: 0.94112 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  0 instructions:   75000001 cycles:   79707070 heartbeat IPC: 0.92785 cumulative IPC: 0.94095 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   80683821 heartbeat IPC: 1.02380 cumulative IPC: 0.94195 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  0 instructions:   77000001 cycles:   81772009 heartbeat IPC: 0.91896 cumulative IPC: 0.94164 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  0 instructions:   78000000 cycles:   82822270 heartbeat IPC: 0.95214 cumulative IPC: 0.94178 (Simulation time: 0 hr 1 min 51 sec) 
Heartbeat CPU  0 instructions:   79000000 cycles:   83935310 heartbeat IPC: 0.89844 cumulative IPC: 0.94120 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   84937552 heartbeat IPC: 0.99776 cumulative IPC: 0.94187 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  0 instructions:   81000003 cycles:   85954201 heartbeat IPC: 0.98363 cumulative IPC: 0.94236 (Simulation time: 0 hr 1 min 55 sec) 
Heartbeat CPU  0 instructions:   82000002 cycles:   87049872 heartbeat IPC: 0.91268 cumulative IPC: 0.94199 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  0 instructions:   83000001 cycles:   88143490 heartbeat IPC: 0.91440 cumulative IPC: 0.94165 (Simulation time: 0 hr 1 min 58 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   89097013 heartbeat IPC: 1.04874 cumulative IPC: 0.94279 (Simulation time: 0 hr 2 min 0 sec) 
Heartbeat CPU  0 instructions:   85000001 cycles:   90237175 heartbeat IPC: 0.87707 cumulative IPC: 0.94196 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  0 instructions:   86000000 cycles:   91399995 heartbeat IPC: 0.85998 cumulative IPC: 0.94092 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  0 instructions:   87000000 cycles:   92497788 heartbeat IPC: 0.91092 cumulative IPC: 0.94056 (Simulation time: 0 hr 2 min 4 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   93591956 heartbeat IPC: 0.91394 cumulative IPC: 0.94025 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  0 instructions:   89000001 cycles:   94734313 heartbeat IPC: 0.87538 cumulative IPC: 0.93947 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  0 instructions:   90000000 cycles:   95868771 heartbeat IPC: 0.88148 cumulative IPC: 0.93878 (Simulation time: 0 hr 2 min 8 sec) 
Heartbeat CPU  0 instructions:   91000000 cycles:   97034050 heartbeat IPC: 0.85816 cumulative IPC: 0.93782 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   98069314 heartbeat IPC: 0.96594 cumulative IPC: 0.93811 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  0 instructions:   93000003 cycles:   99033362 heartbeat IPC: 1.03730 cumulative IPC: 0.93908 (Simulation time: 0 hr 2 min 12 sec) 
Heartbeat CPU  0 instructions:   94000003 cycles:  100162296 heartbeat IPC: 0.88579 cumulative IPC: 0.93848 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  0 instructions:   95000000 cycles:  101215316 heartbeat IPC: 0.94965 cumulative IPC: 0.93859 (Simulation time: 0 hr 2 min 15 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:  102305371 heartbeat IPC: 0.91738 cumulative IPC: 0.93837 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  0 instructions:   97000000 cycles:  103422889 heartbeat IPC: 0.89484 cumulative IPC: 0.93790 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  0 instructions:   98000001 cycles:  104415234 heartbeat IPC: 1.00772 cumulative IPC: 0.93856 (Simulation time: 0 hr 2 min 19 sec) 
Heartbeat CPU  0 instructions:   99000000 cycles:  105443373 heartbeat IPC: 0.97263 cumulative IPC: 0.93889 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:  106500391 heartbeat IPC: 0.94606 cumulative IPC: 0.93896 (Simulation time: 0 hr 2 min 22 sec) 

Warmup complete CPU  0 instructions:  100000001 cycles:  106500393 (Simulation time: 0 hr 2 min 22 sec) 

Heartbeat CPU  0 instructions:  101000000 cycles:  109276474 heartbeat IPC: 0.36022 cumulative IPC: 0.36022 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  0 instructions:  102000001 cycles:  111935212 heartbeat IPC: 0.37612 cumulative IPC: 0.36800 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  0 instructions:  103000003 cycles:  114535965 heartbeat IPC: 0.38450 cumulative IPC: 0.37334 (Simulation time: 0 hr 2 min 29 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:  117056168 heartbeat IPC: 0.39679 cumulative IPC: 0.37894 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  0 instructions:  105000000 cycles:  119839757 heartbeat IPC: 0.35925 cumulative IPC: 0.37483 (Simulation time: 0 hr 2 min 33 sec) 
Heartbeat CPU  0 instructions:  106000000 cycles:  122528456 heartbeat IPC: 0.37193 cumulative IPC: 0.37434 (Simulation time: 0 hr 2 min 36 sec) 
Heartbeat CPU  0 instructions:  107000001 cycles:  125119026 heartbeat IPC: 0.38602 cumulative IPC: 0.37597 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:  127782292 heartbeat IPC: 0.37548 cumulative IPC: 0.37591 (Simulation time: 0 hr 2 min 40 sec) 
Heartbeat CPU  0 instructions:  109000002 cycles:  130430631 heartbeat IPC: 0.37760 cumulative IPC: 0.37609 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  0 instructions:  110000002 cycles:  133073684 heartbeat IPC: 0.37835 cumulative IPC: 0.37632 (Simulation time: 0 hr 2 min 45 sec) 
Heartbeat CPU  0 instructions:  111000000 cycles:  135560528 heartbeat IPC: 0.40212 cumulative IPC: 0.37853 (Simulation time: 0 hr 2 min 47 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:  138304977 heartbeat IPC: 0.36437 cumulative IPC: 0.37730 (Simulation time: 0 hr 2 min 50 sec) 
Heartbeat CPU  0 instructions:  113000000 cycles:  140906827 heartbeat IPC: 0.38434 cumulative IPC: 0.37784 (Simulation time: 0 hr 2 min 52 sec) 
Heartbeat CPU  0 instructions:  114000000 cycles:  143725066 heartbeat IPC: 0.35483 cumulative IPC: 0.37609 (Simulation time: 0 hr 2 min 54 sec) 
Heartbeat CPU  0 instructions:  115000003 cycles:  146450303 heartbeat IPC: 0.36694 cumulative IPC: 0.37547 (Simulation time: 0 hr 2 min 56 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:  149133261 heartbeat IPC: 0.37272 cumulative IPC: 0.37530 (Simulation time: 0 hr 2 min 59 sec) 
Heartbeat CPU  0 instructions:  117000001 cycles:  151773489 heartbeat IPC: 0.37876 cumulative IPC: 0.37550 (Simulation time: 0 hr 3 min 1 sec) 
Heartbeat CPU  0 instructions:  118000000 cycles:  154392364 heartbeat IPC: 0.38184 cumulative IPC: 0.37585 (Simulation time: 0 hr 3 min 3 sec) 
Heartbeat CPU  0 instructions:  119000001 cycles:  157187908 heartbeat IPC: 0.35771 cumulative IPC: 0.37485 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:  159843169 heartbeat IPC: 0.37661 cumulative IPC: 0.37493 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  0 instructions:  121000000 cycles:  162591459 heartbeat IPC: 0.36386 cumulative IPC: 0.37439 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  0 instructions:  122000001 cycles:  165276912 heartbeat IPC: 0.37238 cumulative IPC: 0.37430 (Simulation time: 0 hr 3 min 12 sec) 
Heartbeat CPU  0 instructions:  123000000 cycles:  167892050 heartbeat IPC: 0.38239 cumulative IPC: 0.37464 (Simulation time: 0 hr 3 min 15 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:  170590223 heartbeat IPC: 0.37062 cumulative IPC: 0.37447 (Simulation time: 0 hr 3 min 17 sec) 
Heartbeat CPU  0 instructions:  125000001 cycles:  173356028 heartbeat IPC: 0.36156 cumulative IPC: 0.37394 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  0 instructions:  126000000 cycles:  176097446 heartbeat IPC: 0.36477 cumulative IPC: 0.37358 (Simulation time: 0 hr 3 min 21 sec) 
Heartbeat CPU  0 instructions:  127000000 cycles:  178614682 heartbeat IPC: 0.39726 cumulative IPC: 0.37441 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:  181312886 heartbeat IPC: 0.37062 cumulative IPC: 0.37427 (Simulation time: 0 hr 3 min 26 sec) 
Heartbeat CPU  0 instructions:  129000001 cycles:  184082639 heartbeat IPC: 0.36104 cumulative IPC: 0.37380 (Simulation time: 0 hr 3 min 28 sec) 
Heartbeat CPU  0 instructions:  130000000 cycles:  186781137 heartbeat IPC: 0.37058 cumulative IPC: 0.37369 (Simulation time: 0 hr 3 min 30 sec) 
Heartbeat CPU  0 instructions:  131000001 cycles:  189370514 heartbeat IPC: 0.38619 cumulative IPC: 0.37408 (Simulation time: 0 hr 3 min 33 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:  191984225 heartbeat IPC: 0.38260 cumulative IPC: 0.37434 (Simulation time: 0 hr 3 min 35 sec) 
Heartbeat CPU  0 instructions:  133000000 cycles:  194637352 heartbeat IPC: 0.37691 cumulative IPC: 0.37442 (Simulation time: 0 hr 3 min 37 sec) 
Heartbeat CPU  0 instructions:  134000001 cycles:  197338150 heartbeat IPC: 0.37026 cumulative IPC: 0.37429 (Simulation time: 0 hr 3 min 40 sec) 
Heartbeat CPU  0 instructions:  135000002 cycles:  200078432 heartbeat IPC: 0.36493 cumulative IPC: 0.37402 (Simulation time: 0 hr 3 min 42 sec) 
Heartbeat CPU  0 instructions:  136000000 cycles:  202560517 heartbeat IPC: 0.40289 cumulative IPC: 0.37477 (Simulation time: 0 hr 3 min 44 sec) 
Heartbeat CPU  0 instructions:  137000002 cycles:  205229302 heartbeat IPC: 0.37470 cumulative IPC: 0.37476 (Simulation time: 0 hr 3 min 46 sec) 
Heartbeat CPU  0 instructions:  138000000 cycles:  207925158 heartbeat IPC: 0.37094 cumulative IPC: 0.37466 (Simulation time: 0 hr 3 min 49 sec) 
Heartbeat CPU  0 instructions:  139000000 cycles:  210572064 heartbeat IPC: 0.37780 cumulative IPC: 0.37474 (Simulation time: 0 hr 3 min 51 sec) 
Heartbeat CPU  0 instructions:  140000000 cycles:  213325716 heartbeat IPC: 0.36315 cumulative IPC: 0.37444 (Simulation time: 0 hr 3 min 53 sec) 
Heartbeat CPU  0 instructions:  141000000 cycles:  215663997 heartbeat IPC: 0.42766 cumulative IPC: 0.37558 (Simulation time: 0 hr 3 min 55 sec) 
Heartbeat CPU  0 instructions:  142000000 cycles:  218045349 heartbeat IPC: 0.41993 cumulative IPC: 0.37653 (Simulation time: 0 hr 3 min 57 sec) 
Heartbeat CPU  0 instructions:  143000000 cycles:  220879704 heartbeat IPC: 0.35281 cumulative IPC: 0.37594 (Simulation time: 0 hr 4 min 0 sec) 
Heartbeat CPU  0 instructions:  144000000 cycles:  223671713 heartbeat IPC: 0.35817 cumulative IPC: 0.37552 (Simulation time: 0 hr 4 min 2 sec) 
Heartbeat CPU  0 instructions:  145000003 cycles:  226365771 heartbeat IPC: 0.37119 cumulative IPC: 0.37542 (Simulation time: 0 hr 4 min 4 sec) 
Heartbeat CPU  0 instructions:  146000000 cycles:  229109609 heartbeat IPC: 0.36445 cumulative IPC: 0.37518 (Simulation time: 0 hr 4 min 7 sec) 
Heartbeat CPU  0 instructions:  147000000 cycles:  231799475 heartbeat IPC: 0.37177 cumulative IPC: 0.37510 (Simulation time: 0 hr 4 min 9 sec) 
Heartbeat CPU  0 instructions:  148000000 cycles:  234526228 heartbeat IPC: 0.36674 cumulative IPC: 0.37492 (Simulation time: 0 hr 4 min 11 sec) 
