*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/mlop.ini

trace_0 /home/functionmain/桌面/Pythia/traces/403.gcc-16B.champsimtrace.xz
Heartbeat CPU  0 instructions:   21000001 cycles:    9080752 heartbeat IPC: 2.24616 cumulative IPC: 2.31258 (Simulation time: 0 hr 0 min 31 sec) 
Heartbeat CPU  0 instructions:   22000000 cycles:    9481476 heartbeat IPC: 2.49548 cumulative IPC: 2.32031 (Simulation time: 0 hr 0 min 33 sec) 
Heartbeat CPU  0 instructions:   23000003 cycles:    9895765 heartbeat IPC: 2.41378 cumulative IPC: 2.32423 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   10338022 heartbeat IPC: 2.26112 cumulative IPC: 2.32153 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  0 instructions:   25000000 cycles:   10787006 heartbeat IPC: 2.22725 cumulative IPC: 2.31760 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  0 instructions:   26000000 cycles:   11183308 heartbeat IPC: 2.52333 cumulative IPC: 2.32489 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:   27000001 cycles:   11598130 heartbeat IPC: 2.41068 cumulative IPC: 2.32796 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   12045877 heartbeat IPC: 2.23340 cumulative IPC: 2.32445 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  0 instructions:   29000000 cycles:   12478754 heartbeat IPC: 2.31013 cumulative IPC: 2.32395 (Simulation time: 0 hr 0 min 44 sec) 
Heartbeat CPU  0 instructions:   30000003 cycles:   12886550 heartbeat IPC: 2.45221 cumulative IPC: 2.32801 (Simulation time: 0 hr 0 min 45 sec) 
Heartbeat CPU  0 instructions:   31000003 cycles:   13376799 heartbeat IPC: 2.03978 cumulative IPC: 2.31745 (Simulation time: 0 hr 0 min 47 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   13779516 heartbeat IPC: 2.48313 cumulative IPC: 2.32229 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  0 instructions:   33000001 cycles:   14203515 heartbeat IPC: 2.35850 cumulative IPC: 2.32337 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  0 instructions:   34000003 cycles:   14655668 heartbeat IPC: 2.21165 cumulative IPC: 2.31992 (Simulation time: 0 hr 0 min 51 sec) 
Heartbeat CPU  0 instructions:   35000002 cycles:   15077104 heartbeat IPC: 2.37284 cumulative IPC: 2.32140 (Simulation time: 0 hr 0 min 53 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   15474339 heartbeat IPC: 2.51740 cumulative IPC: 2.32643 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  0 instructions:   37000001 cycles:   15909780 heartbeat IPC: 2.29652 cumulative IPC: 2.32561 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  0 instructions:   38000000 cycles:   16358002 heartbeat IPC: 2.23103 cumulative IPC: 2.32302 (Simulation time: 0 hr 0 min 57 sec) 
Heartbeat CPU  0 instructions:   39000000 cycles:   16774291 heartbeat IPC: 2.40218 cumulative IPC: 2.32499 (Simulation time: 0 hr 0 min 59 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   17172792 heartbeat IPC: 2.50940 cumulative IPC: 2.32927 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  0 instructions:   41000003 cycles:   17614898 heartbeat IPC: 2.26191 cumulative IPC: 2.32758 (Simulation time: 0 hr 1 min 2 sec) 
Heartbeat CPU  0 instructions:   42000003 cycles:   18057159 heartbeat IPC: 2.26111 cumulative IPC: 2.32595 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  0 instructions:   43000002 cycles:   18463348 heartbeat IPC: 2.46191 cumulative IPC: 2.32894 (Simulation time: 0 hr 1 min 5 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   18913754 heartbeat IPC: 2.22021 cumulative IPC: 2.32635 (Simulation time: 0 hr 1 min 6 sec) 
Heartbeat CPU  0 instructions:   45000000 cycles:   19361550 heartbeat IPC: 2.23316 cumulative IPC: 2.32419 (Simulation time: 0 hr 1 min 8 sec) 
Heartbeat CPU  0 instructions:   46000003 cycles:   19774904 heartbeat IPC: 2.41924 cumulative IPC: 2.32618 (Simulation time: 0 hr 1 min 9 sec) 
Heartbeat CPU  0 instructions:   47000003 cycles:   20228308 heartbeat IPC: 2.20554 cumulative IPC: 2.32348 (Simulation time: 0 hr 1 min 11 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   20652037 heartbeat IPC: 2.35999 cumulative IPC: 2.32423 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   49000003 cycles:   21060772 heartbeat IPC: 2.44658 cumulative IPC: 2.32660 (Simulation time: 0 hr 1 min 14 sec) 
Heartbeat CPU  0 instructions:   50000000 cycles:   21501079 heartbeat IPC: 2.27114 cumulative IPC: 2.32546 (Simulation time: 0 hr 1 min 15 sec) 
Heartbeat CPU  0 instructions:   51000003 cycles:   21938113 heartbeat IPC: 2.28816 cumulative IPC: 2.32472 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   22345456 heartbeat IPC: 2.45493 cumulative IPC: 2.32710 (Simulation time: 0 hr 1 min 18 sec) 
Heartbeat CPU  0 instructions:   53000000 cycles:   22760907 heartbeat IPC: 2.40702 cumulative IPC: 2.32855 (Simulation time: 0 hr 1 min 20 sec) 
Heartbeat CPU  0 instructions:   54000001 cycles:   23200777 heartbeat IPC: 2.27340 cumulative IPC: 2.32751 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  0 instructions:   55000001 cycles:   23635740 heartbeat IPC: 2.29905 cumulative IPC: 2.32698 (Simulation time: 0 hr 1 min 23 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   24043049 heartbeat IPC: 2.45514 cumulative IPC: 2.32916 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  0 instructions:   57000003 cycles:   24458788 heartbeat IPC: 2.40536 cumulative IPC: 2.33045 (Simulation time: 0 hr 1 min 26 sec) 
Heartbeat CPU  0 instructions:   58000001 cycles:   24905970 heartbeat IPC: 2.23622 cumulative IPC: 2.32876 (Simulation time: 0 hr 1 min 27 sec) 
Heartbeat CPU  0 instructions:   59000000 cycles:   25336649 heartbeat IPC: 2.32191 cumulative IPC: 2.32864 (Simulation time: 0 hr 1 min 29 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   25732362 heartbeat IPC: 2.52708 cumulative IPC: 2.33169 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  0 instructions:   61000001 cycles:   26184069 heartbeat IPC: 2.21383 cumulative IPC: 2.32966 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  0 instructions:   62000001 cycles:   26622144 heartbeat IPC: 2.28271 cumulative IPC: 2.32889 (Simulation time: 0 hr 1 min 33 sec) 
Heartbeat CPU  0 instructions:   63000000 cycles:   27026167 heartbeat IPC: 2.47510 cumulative IPC: 2.33107 (Simulation time: 0 hr 1 min 35 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   27435807 heartbeat IPC: 2.44117 cumulative IPC: 2.33272 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  0 instructions:   65000001 cycles:   27883780 heartbeat IPC: 2.23228 cumulative IPC: 2.33110 (Simulation time: 0 hr 1 min 38 sec) 
Heartbeat CPU  0 instructions:   66000003 cycles:   28322210 heartbeat IPC: 2.28087 cumulative IPC: 2.33033 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  0 instructions:   67000000 cycles:   28721536 heartbeat IPC: 2.50421 cumulative IPC: 2.33274 (Simulation time: 0 hr 1 min 41 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   29137702 heartbeat IPC: 2.40289 cumulative IPC: 2.33375 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  0 instructions:   69000001 cycles:   29579082 heartbeat IPC: 2.26562 cumulative IPC: 2.33273 (Simulation time: 0 hr 1 min 44 sec) 
Heartbeat CPU  0 instructions:   70000001 cycles:   30012578 heartbeat IPC: 2.30683 cumulative IPC: 2.33236 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  0 instructions:   71000003 cycles:   30437933 heartbeat IPC: 2.35098 cumulative IPC: 2.33262 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   30913585 heartbeat IPC: 2.10237 cumulative IPC: 2.32907 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  0 instructions:   73000001 cycles:   31310013 heartbeat IPC: 2.52253 cumulative IPC: 2.33152 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  0 instructions:   74000000 cycles:   31749846 heartbeat IPC: 2.27359 cumulative IPC: 2.33072 (Simulation time: 0 hr 1 min 51 sec) 
Heartbeat CPU  0 instructions:   75000003 cycles:   32201054 heartbeat IPC: 2.21628 cumulative IPC: 2.32912 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   32602023 heartbeat IPC: 2.49395 cumulative IPC: 2.33114 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  0 instructions:   77000001 cycles:   33018914 heartbeat IPC: 2.39871 cumulative IPC: 2.33200 (Simulation time: 0 hr 1 min 56 sec) 
Heartbeat CPU  0 instructions:   78000001 cycles:   33454065 heartbeat IPC: 2.29805 cumulative IPC: 2.33156 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  0 instructions:   79000000 cycles:   33900532 heartbeat IPC: 2.23980 cumulative IPC: 2.33035 (Simulation time: 0 hr 1 min 59 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   34296586 heartbeat IPC: 2.52491 cumulative IPC: 2.33259 (Simulation time: 0 hr 2 min 0 sec) 
Heartbeat CPU  0 instructions:   81000003 cycles:   34714452 heartbeat IPC: 2.39312 cumulative IPC: 2.33332 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  0 instructions:   82000003 cycles:   35155770 heartbeat IPC: 2.26594 cumulative IPC: 2.33248 (Simulation time: 0 hr 2 min 3 sec) 
Heartbeat CPU  0 instructions:   83000000 cycles:   35590878 heartbeat IPC: 2.29827 cumulative IPC: 2.33206 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   35984287 heartbeat IPC: 2.54188 cumulative IPC: 2.33435 (Simulation time: 0 hr 2 min 6 sec) 
Heartbeat CPU  0 instructions:   85000000 cycles:   36424783 heartbeat IPC: 2.27017 cumulative IPC: 2.33358 (Simulation time: 0 hr 2 min 8 sec) 
Heartbeat CPU  0 instructions:   86000001 cycles:   36865580 heartbeat IPC: 2.26862 cumulative IPC: 2.33280 (Simulation time: 0 hr 2 min 10 sec) 
Heartbeat CPU  0 instructions:   87000002 cycles:   37276953 heartbeat IPC: 2.43089 cumulative IPC: 2.33388 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   37692949 heartbeat IPC: 2.40386 cumulative IPC: 2.33465 (Simulation time: 0 hr 2 min 12 sec) 
Heartbeat CPU  0 instructions:   89000001 cycles:   38129248 heartbeat IPC: 2.29201 cumulative IPC: 2.33417 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  0 instructions:   90000000 cycles:   38563896 heartbeat IPC: 2.30071 cumulative IPC: 2.33379 (Simulation time: 0 hr 2 min 15 sec) 
Heartbeat CPU  0 instructions:   91000000 cycles:   38969944 heartbeat IPC: 2.46276 cumulative IPC: 2.33513 (Simulation time: 0 hr 2 min 17 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   39388424 heartbeat IPC: 2.38960 cumulative IPC: 2.33571 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  0 instructions:   93000000 cycles:   39821956 heartbeat IPC: 2.30663 cumulative IPC: 2.33540 (Simulation time: 0 hr 2 min 20 sec) 
Heartbeat CPU  0 instructions:   94000002 cycles:   40262114 heartbeat IPC: 2.27192 cumulative IPC: 2.33470 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  0 instructions:   95000000 cycles:   40654150 heartbeat IPC: 2.55078 cumulative IPC: 2.33678 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:   41088062 heartbeat IPC: 2.30461 cumulative IPC: 2.33645 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  0 instructions:   97000001 cycles:   41550645 heartbeat IPC: 2.16178 cumulative IPC: 2.33450 (Simulation time: 0 hr 2 min 26 sec) 
Heartbeat CPU  0 instructions:   98000003 cycles:   41969776 heartbeat IPC: 2.38589 cumulative IPC: 2.33501 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  0 instructions:   99000001 cycles:   42412147 heartbeat IPC: 2.26054 cumulative IPC: 2.33424 (Simulation time: 0 hr 2 min 29 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:   42843344 heartbeat IPC: 2.31912 cumulative IPC: 2.33408 (Simulation time: 0 hr 2 min 30 sec) 

Warmup complete CPU  0 instructions:  100000001 cycles:   42843345 (Simulation time: 0 hr 2 min 30 sec) 

Heartbeat CPU  0 instructions:  101000001 cycles:   43518917 heartbeat IPC: 1.48023 cumulative IPC: 1.48023 (Simulation time: 0 hr 2 min 32 sec) 
Heartbeat CPU  0 instructions:  102000003 cycles:   44204414 heartbeat IPC: 1.45880 cumulative IPC: 1.46943 (Simulation time: 0 hr 2 min 34 sec) 
Heartbeat CPU  0 instructions:  103000003 cycles:   44887202 heartbeat IPC: 1.46458 cumulative IPC: 1.46781 (Simulation time: 0 hr 2 min 36 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:   45571191 heartbeat IPC: 1.46201 cumulative IPC: 1.46636 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  0 instructions:  105000001 cycles:   46259285 heartbeat IPC: 1.45329 cumulative IPC: 1.46373 (Simulation time: 0 hr 2 min 39 sec) 
Heartbeat CPU  0 instructions:  106000000 cycles:   46939151 heartbeat IPC: 1.47088 cumulative IPC: 1.46491 (Simulation time: 0 hr 2 min 41 sec) 
Heartbeat CPU  0 instructions:  107000001 cycles:   47620332 heartbeat IPC: 1.46804 cumulative IPC: 1.46536 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:   48336211 heartbeat IPC: 1.39688 cumulative IPC: 1.45643 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  0 instructions:  109000001 cycles:   49015485 heartbeat IPC: 1.47216 cumulative IPC: 1.45817 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  0 instructions:  110000003 cycles:   49791437 heartbeat IPC: 1.28874 cumulative IPC: 1.43924 (Simulation time: 0 hr 2 min 48 sec) 
Heartbeat CPU  0 instructions:  111000000 cycles:   50643492 heartbeat IPC: 1.17363 cumulative IPC: 1.41023 (Simulation time: 0 hr 2 min 50 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:   51449586 heartbeat IPC: 1.24055 cumulative IPC: 1.39434 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  0 instructions:  113000003 cycles:   52152977 heartbeat IPC: 1.42169 cumulative IPC: 1.39640 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  0 instructions:  114000001 cycles:   52850706 heartbeat IPC: 1.43322 cumulative IPC: 1.39897 (Simulation time: 0 hr 2 min 55 sec) 
Heartbeat CPU  0 instructions:  115000002 cycles:   53568497 heartbeat IPC: 1.39316 cumulative IPC: 1.39858 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:   54255686 heartbeat IPC: 1.45520 cumulative IPC: 1.40199 (Simulation time: 0 hr 2 min 58 sec) 
Heartbeat CPU  0 instructions:  117000000 cycles:   54924378 heartbeat IPC: 1.49546 cumulative IPC: 1.40716 (Simulation time: 0 hr 3 min 0 sec) 
Heartbeat CPU  0 instructions:  118000000 cycles:   55574492 heartbeat IPC: 1.53819 cumulative IPC: 1.41386 (Simulation time: 0 hr 3 min 2 sec) 
Heartbeat CPU  0 instructions:  119000002 cycles:   56299150 heartbeat IPC: 1.37996 cumulative IPC: 1.41203 (Simulation time: 0 hr 3 min 3 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:   56976321 heartbeat IPC: 1.47673 cumulative IPC: 1.41513 (Simulation time: 0 hr 3 min 5 sec) 
Heartbeat CPU  0 instructions:  121000002 cycles:   57644731 heartbeat IPC: 1.49609 cumulative IPC: 1.41879 (Simulation time: 0 hr 3 min 7 sec) 
Heartbeat CPU  0 instructions:  122000000 cycles:   58318706 heartbeat IPC: 1.48373 cumulative IPC: 1.42161 (Simulation time: 0 hr 3 min 9 sec) 
Heartbeat CPU  0 instructions:  123000002 cycles:   59046212 heartbeat IPC: 1.37456 cumulative IPC: 1.41950 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:   59788677 heartbeat IPC: 1.34686 cumulative IPC: 1.41632 (Simulation time: 0 hr 3 min 12 sec) 
Heartbeat CPU  0 instructions:  125000000 cycles:   60464147 heartbeat IPC: 1.48045 cumulative IPC: 1.41878 (Simulation time: 0 hr 3 min 14 sec) 
Heartbeat CPU  0 instructions:  126000000 cycles:   61174571 heartbeat IPC: 1.40761 cumulative IPC: 1.41834 (Simulation time: 0 hr 3 min 15 sec) 
Heartbeat CPU  0 instructions:  127000003 cycles:   61898095 heartbeat IPC: 1.38213 cumulative IPC: 1.41697 (Simulation time: 0 hr 3 min 17 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:   62571284 heartbeat IPC: 1.48546 cumulative IPC: 1.41931 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  0 instructions:  129000001 cycles:   63217598 heartbeat IPC: 1.54724 cumulative IPC: 1.42337 (Simulation time: 0 hr 3 min 21 sec) 
Heartbeat CPU  0 instructions:  130000001 cycles:   63908313 heartbeat IPC: 1.44778 cumulative IPC: 1.42417 (Simulation time: 0 hr 3 min 22 sec) 
Heartbeat CPU  0 instructions:  131000002 cycles:   64626491 heartbeat IPC: 1.39241 cumulative IPC: 1.42312 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:   65288722 heartbeat IPC: 1.51004 cumulative IPC: 1.42568 (Simulation time: 0 hr 3 min 26 sec) 
Heartbeat CPU  0 instructions:  133000003 cycles:   65940958 heartbeat IPC: 1.53319 cumulative IPC: 1.42872 (Simulation time: 0 hr 3 min 27 sec) 
Heartbeat CPU  0 instructions:  134000001 cycles:   66672009 heartbeat IPC: 1.36789 cumulative IPC: 1.42685 (Simulation time: 0 hr 3 min 29 sec) 
Heartbeat CPU  0 instructions:  135000001 cycles:   67383042 heartbeat IPC: 1.40640 cumulative IPC: 1.42626 (Simulation time: 0 hr 3 min 31 sec) 
Heartbeat CPU  0 instructions:  136000000 cycles:   68132243 heartbeat IPC: 1.33475 cumulative IPC: 1.42355 (Simulation time: 0 hr 3 min 33 sec) 
Heartbeat CPU  0 instructions:  137000003 cycles:   69021768 heartbeat IPC: 1.12420 cumulative IPC: 1.41338 (Simulation time: 0 hr 3 min 34 sec) 
Heartbeat CPU  0 instructions:  138000002 cycles:   69736879 heartbeat IPC: 1.39838 cumulative IPC: 1.41298 (Simulation time: 0 hr 3 min 36 sec) 
Heartbeat CPU  0 instructions:  139000002 cycles:   70399210 heartbeat IPC: 1.50982 cumulative IPC: 1.41531 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  0 instructions:  140000000 cycles:   71156700 heartbeat IPC: 1.32015 cumulative IPC: 1.41276 (Simulation time: 0 hr 3 min 40 sec) 
Heartbeat CPU  0 instructions:  141000001 cycles:   71845861 heartbeat IPC: 1.45104 cumulative IPC: 1.41367 (Simulation time: 0 hr 3 min 41 sec) 
Heartbeat CPU  0 instructions:  142000001 cycles:   72508063 heartbeat IPC: 1.51011 cumulative IPC: 1.41582 (Simulation time: 0 hr 3 min 43 sec) 
Heartbeat CPU  0 instructions:  143000002 cycles:   73167491 heartbeat IPC: 1.51647 cumulative IPC: 1.41801 (Simulation time: 0 hr 3 min 45 sec) 
Heartbeat CPU  0 instructions:  144000000 cycles:   73879323 heartbeat IPC: 1.40482 cumulative IPC: 1.41771 (Simulation time: 0 hr 3 min 46 sec) 
Heartbeat CPU  0 instructions:  145000003 cycles:   74568257 heartbeat IPC: 1.45152 cumulative IPC: 1.41844 (Simulation time: 0 hr 3 min 48 sec) 
Heartbeat CPU  0 instructions:  146000000 cycles:   75224215 heartbeat IPC: 1.52448 cumulative IPC: 1.42059 (Simulation time: 0 hr 3 min 50 sec) 
Heartbeat CPU  0 instructions:  147000003 cycles:   75910874 heartbeat IPC: 1.45633 cumulative IPC: 1.42133 (Simulation time: 0 hr 3 min 52 sec) 
