*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Dec 11 2024 17:59:53
*************************************************
parsing config file: /home/functionmain/桌面/Pythia/config/bingo.ini

trace_0 /home/functionmain/桌面/Pythia/traces/450.soplex-247B.champsimtrace.xz
Heartbeat CPU  0 instructions:    2000001 cycles:    1400497 heartbeat IPC: 1.55540 cumulative IPC: 1.42807 (Simulation time: 0 hr 0 min 4 sec) 
Heartbeat CPU  0 instructions:    3000001 cycles:    2125608 heartbeat IPC: 1.37910 cumulative IPC: 1.41136 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    2666661 heartbeat IPC: 1.84825 cumulative IPC: 1.50000 (Simulation time: 0 hr 0 min 9 sec) 
Heartbeat CPU  0 instructions:    5000000 cycles:    3572950 heartbeat IPC: 1.10340 cumulative IPC: 1.39940 (Simulation time: 0 hr 0 min 11 sec) 
Heartbeat CPU  0 instructions:    6000001 cycles:    4464275 heartbeat IPC: 1.12193 cumulative IPC: 1.34400 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  0 instructions:    7000000 cycles:    5262918 heartbeat IPC: 1.25212 cumulative IPC: 1.33006 (Simulation time: 0 hr 0 min 16 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    5954641 heartbeat IPC: 1.44567 cumulative IPC: 1.34349 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  0 instructions:    9000001 cycles:    6571393 heartbeat IPC: 1.62140 cumulative IPC: 1.36957 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  0 instructions:   10000000 cycles:    7115118 heartbeat IPC: 1.83916 cumulative IPC: 1.40546 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  0 instructions:   11000001 cycles:    7707225 heartbeat IPC: 1.68889 cumulative IPC: 1.42723 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    8384205 heartbeat IPC: 1.47715 cumulative IPC: 1.43126 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  0 instructions:   13000000 cycles:    9264733 heartbeat IPC: 1.13568 cumulative IPC: 1.40317 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  0 instructions:   14000002 cycles:   10012534 heartbeat IPC: 1.33726 cumulative IPC: 1.39825 (Simulation time: 0 hr 0 min 29 sec) 
Heartbeat CPU  0 instructions:   15000002 cycles:   10614380 heartbeat IPC: 1.66155 cumulative IPC: 1.41318 (Simulation time: 0 hr 0 min 31 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:   11140757 heartbeat IPC: 1.89978 cumulative IPC: 1.43617 (Simulation time: 0 hr 0 min 33 sec) 
Heartbeat CPU  0 instructions:   17000000 cycles:   11953169 heartbeat IPC: 1.23090 cumulative IPC: 1.42222 (Simulation time: 0 hr 0 min 35 sec) 
Heartbeat CPU  0 instructions:   18000001 cycles:   12558139 heartbeat IPC: 1.65298 cumulative IPC: 1.43333 (Simulation time: 0 hr 0 min 38 sec) 
Heartbeat CPU  0 instructions:   19000001 cycles:   13095620 heartbeat IPC: 1.86053 cumulative IPC: 1.45087 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:   13691553 heartbeat IPC: 1.67804 cumulative IPC: 1.46075 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  0 instructions:   21000001 cycles:   14349683 heartbeat IPC: 1.51946 cumulative IPC: 1.46345 (Simulation time: 0 hr 0 min 44 sec) 
Heartbeat CPU  0 instructions:   22000003 cycles:   15228483 heartbeat IPC: 1.13792 cumulative IPC: 1.44466 (Simulation time: 0 hr 0 min 45 sec) 
Heartbeat CPU  0 instructions:   23000001 cycles:   15994815 heartbeat IPC: 1.30491 cumulative IPC: 1.43797 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   16593412 heartbeat IPC: 1.67057 cumulative IPC: 1.44636 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  0 instructions:   25000000 cycles:   17133786 heartbeat IPC: 1.85057 cumulative IPC: 1.45911 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  0 instructions:   26000001 cycles:   17932440 heartbeat IPC: 1.25211 cumulative IPC: 1.44989 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  0 instructions:   27000003 cycles:   18507054 heartbeat IPC: 1.74030 cumulative IPC: 1.45890 (Simulation time: 0 hr 0 min 55 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   19062741 heartbeat IPC: 1.79957 cumulative IPC: 1.46883 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  0 instructions:   29000002 cycles:   19618751 heartbeat IPC: 1.79853 cumulative IPC: 1.47818 (Simulation time: 0 hr 0 min 58 sec) 
Heartbeat CPU  0 instructions:   30000001 cycles:   20203847 heartbeat IPC: 1.70912 cumulative IPC: 1.48487 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  0 instructions:   31000002 cycles:   21073672 heartbeat IPC: 1.14966 cumulative IPC: 1.47103 (Simulation time: 0 hr 1 min 2 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   21893954 heartbeat IPC: 1.21909 cumulative IPC: 1.46159 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   22492671 heartbeat IPC: 1.67024 cumulative IPC: 1.46714 (Simulation time: 0 hr 1 min 5 sec) 
Heartbeat CPU  0 instructions:   34000000 cycles:   23107302 heartbeat IPC: 1.62699 cumulative IPC: 1.47140 (Simulation time: 0 hr 1 min 7 sec) 
Heartbeat CPU  0 instructions:   35000000 cycles:   23831047 heartbeat IPC: 1.38170 cumulative IPC: 1.46867 (Simulation time: 0 hr 1 min 9 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   24436244 heartbeat IPC: 1.65235 cumulative IPC: 1.47322 (Simulation time: 0 hr 1 min 11 sec) 
Heartbeat CPU  0 instructions:   37000001 cycles:   24974352 heartbeat IPC: 1.85836 cumulative IPC: 1.48152 (Simulation time: 0 hr 1 min 13 sec) 
Heartbeat CPU  0 instructions:   38000002 cycles:   25540420 heartbeat IPC: 1.76657 cumulative IPC: 1.48784 (Simulation time: 0 hr 1 min 15 sec) 
Heartbeat CPU  0 instructions:   39000001 cycles:   26120034 heartbeat IPC: 1.72528 cumulative IPC: 1.49311 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   26896058 heartbeat IPC: 1.28862 cumulative IPC: 1.48721 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  0 instructions:   41000001 cycles:   27761463 heartbeat IPC: 1.15553 cumulative IPC: 1.47687 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  0 instructions:   42000001 cycles:   28412439 heartbeat IPC: 1.53615 cumulative IPC: 1.47823 (Simulation time: 0 hr 1 min 22 sec) 
Heartbeat CPU  0 instructions:   43000000 cycles:   29049578 heartbeat IPC: 1.56951 cumulative IPC: 1.48023 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  0 instructions:   44000000 cycles:   29674645 heartbeat IPC: 1.59983 cumulative IPC: 1.48275 (Simulation time: 0 hr 1 min 26 sec) 
Heartbeat CPU  0 instructions:   45000000 cycles:   30405947 heartbeat IPC: 1.36742 cumulative IPC: 1.47997 (Simulation time: 0 hr 1 min 29 sec) 
Heartbeat CPU  0 instructions:   46000001 cycles:   30943490 heartbeat IPC: 1.86032 cumulative IPC: 1.48658 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  0 instructions:   47000000 cycles:   31501915 heartbeat IPC: 1.79075 cumulative IPC: 1.49197 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  0 instructions:   48000000 cycles:   32087421 heartbeat IPC: 1.70792 cumulative IPC: 1.49591 (Simulation time: 0 hr 1 min 35 sec) 
Heartbeat CPU  0 instructions:   49000001 cycles:   32827572 heartbeat IPC: 1.35108 cumulative IPC: 1.49265 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  0 instructions:   50000001 cycles:   33695126 heartbeat IPC: 1.15267 cumulative IPC: 1.48389 (Simulation time: 0 hr 1 min 38 sec) 
Heartbeat CPU  0 instructions:   51000003 cycles:   34388746 heartbeat IPC: 1.44171 cumulative IPC: 1.48304 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  0 instructions:   52000000 cycles:   34994123 heartbeat IPC: 1.65186 cumulative IPC: 1.48596 (Simulation time: 0 hr 1 min 41 sec) 
Heartbeat CPU  0 instructions:   53000000 cycles:   35571870 heartbeat IPC: 1.73086 cumulative IPC: 1.48994 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  0 instructions:   54000002 cycles:   36338425 heartbeat IPC: 1.30454 cumulative IPC: 1.48603 (Simulation time: 0 hr 1 min 46 sec) 
Heartbeat CPU  0 instructions:   55000001 cycles:   36911308 heartbeat IPC: 1.74556 cumulative IPC: 1.49006 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  0 instructions:   56000000 cycles:   37463341 heartbeat IPC: 1.81148 cumulative IPC: 1.49479 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  0 instructions:   57000002 cycles:   38050623 heartbeat IPC: 1.70276 cumulative IPC: 1.49800 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  0 instructions:   58000001 cycles:   38783811 heartbeat IPC: 1.36391 cumulative IPC: 1.49547 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  0 instructions:   59000001 cycles:   39653571 heartbeat IPC: 1.14974 cumulative IPC: 1.48789 (Simulation time: 0 hr 1 min 55 sec) 
Heartbeat CPU  0 instructions:   60000000 cycles:   40372469 heartbeat IPC: 1.39102 cumulative IPC: 1.48616 (Simulation time: 0 hr 1 min 56 sec) 
Heartbeat CPU  0 instructions:   61000003 cycles:   40985745 heartbeat IPC: 1.63059 cumulative IPC: 1.48832 (Simulation time: 0 hr 1 min 58 sec) 
Heartbeat CPU  0 instructions:   62000001 cycles:   41553348 heartbeat IPC: 1.76179 cumulative IPC: 1.49206 (Simulation time: 0 hr 2 min 0 sec) 
Heartbeat CPU  0 instructions:   63000000 cycles:   42346538 heartbeat IPC: 1.26073 cumulative IPC: 1.48772 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  0 instructions:   64000000 cycles:   42935658 heartbeat IPC: 1.69745 cumulative IPC: 1.49060 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  0 instructions:   65000003 cycles:   43484362 heartbeat IPC: 1.82248 cumulative IPC: 1.49479 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  0 instructions:   66000003 cycles:   44071519 heartbeat IPC: 1.70312 cumulative IPC: 1.49757 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  0 instructions:   67000000 cycles:   44760241 heartbeat IPC: 1.45196 cumulative IPC: 1.49686 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  0 instructions:   68000000 cycles:   45635591 heartbeat IPC: 1.14240 cumulative IPC: 1.49007 (Simulation time: 0 hr 2 min 12 sec) 
Heartbeat CPU  0 instructions:   69000001 cycles:   46386777 heartbeat IPC: 1.33123 cumulative IPC: 1.48749 (Simulation time: 0 hr 2 min 13 sec) 
Heartbeat CPU  0 instructions:   70000000 cycles:   47001329 heartbeat IPC: 1.62720 cumulative IPC: 1.48932 (Simulation time: 0 hr 2 min 15 sec) 
Heartbeat CPU  0 instructions:   71000002 cycles:   47532607 heartbeat IPC: 1.88226 cumulative IPC: 1.49371 (Simulation time: 0 hr 2 min 17 sec) 
Heartbeat CPU  0 instructions:   72000000 cycles:   48340394 heartbeat IPC: 1.23795 cumulative IPC: 1.48944 (Simulation time: 0 hr 2 min 19 sec) 
Heartbeat CPU  0 instructions:   73000001 cycles:   48936703 heartbeat IPC: 1.67698 cumulative IPC: 1.49172 (Simulation time: 0 hr 2 min 22 sec) 
Heartbeat CPU  0 instructions:   74000002 cycles:   49478888 heartbeat IPC: 1.84439 cumulative IPC: 1.49559 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  0 instructions:   75000003 cycles:   50075182 heartbeat IPC: 1.67703 cumulative IPC: 1.49775 (Simulation time: 0 hr 2 min 26 sec) 
Heartbeat CPU  0 instructions:   76000000 cycles:   50728203 heartbeat IPC: 1.53134 cumulative IPC: 1.49818 (Simulation time: 0 hr 2 min 28 sec) 
Heartbeat CPU  0 instructions:   77000001 cycles:   51601330 heartbeat IPC: 1.14531 cumulative IPC: 1.49221 (Simulation time: 0 hr 2 min 29 sec) 
Heartbeat CPU  0 instructions:   78000001 cycles:   52374567 heartbeat IPC: 1.29326 cumulative IPC: 1.48927 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  0 instructions:   79000003 cycles:   52987830 heartbeat IPC: 1.63063 cumulative IPC: 1.49091 (Simulation time: 0 hr 2 min 32 sec) 
Heartbeat CPU  0 instructions:   80000000 cycles:   53551734 heartbeat IPC: 1.77335 cumulative IPC: 1.49388 (Simulation time: 0 hr 2 min 34 sec) 
Heartbeat CPU  0 instructions:   81000001 cycles:   54338973 heartbeat IPC: 1.27026 cumulative IPC: 1.49064 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  0 instructions:   82000002 cycles:   54950641 heartbeat IPC: 1.63488 cumulative IPC: 1.49225 (Simulation time: 0 hr 2 min 39 sec) 
Heartbeat CPU  0 instructions:   83000003 cycles:   55510638 heartbeat IPC: 1.78573 cumulative IPC: 1.49521 (Simulation time: 0 hr 2 min 41 sec) 
Heartbeat CPU  0 instructions:   84000000 cycles:   56064977 heartbeat IPC: 1.80394 cumulative IPC: 1.49826 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  0 instructions:   85000001 cycles:   56649632 heartbeat IPC: 1.71041 cumulative IPC: 1.50045 (Simulation time: 0 hr 2 min 45 sec) 
Heartbeat CPU  0 instructions:   86000000 cycles:   57522914 heartbeat IPC: 1.14510 cumulative IPC: 1.49506 (Simulation time: 0 hr 2 min 47 sec) 
Heartbeat CPU  0 instructions:   87000000 cycles:   58349219 heartbeat IPC: 1.21021 cumulative IPC: 1.49102 (Simulation time: 0 hr 2 min 48 sec) 
Heartbeat CPU  0 instructions:   88000000 cycles:   58967727 heartbeat IPC: 1.61679 cumulative IPC: 1.49234 (Simulation time: 0 hr 2 min 49 sec) 
Heartbeat CPU  0 instructions:   89000003 cycles:   59603731 heartbeat IPC: 1.57232 cumulative IPC: 1.49320 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  0 instructions:   90000003 cycles:   60297666 heartbeat IPC: 1.44106 cumulative IPC: 1.49260 (Simulation time: 0 hr 2 min 54 sec) 
Heartbeat CPU  0 instructions:   91000001 cycles:   60972455 heartbeat IPC: 1.48194 cumulative IPC: 1.49248 (Simulation time: 0 hr 2 min 56 sec) 
Heartbeat CPU  0 instructions:   92000000 cycles:   61544837 heartbeat IPC: 1.74708 cumulative IPC: 1.49485 (Simulation time: 0 hr 2 min 58 sec) 
Heartbeat CPU  0 instructions:   93000001 cycles:   62090417 heartbeat IPC: 1.83291 cumulative IPC: 1.49782 (Simulation time: 0 hr 3 min 0 sec) 
Heartbeat CPU  0 instructions:   94000003 cycles:   62676882 heartbeat IPC: 1.70513 cumulative IPC: 1.49976 (Simulation time: 0 hr 3 min 2 sec) 
Heartbeat CPU  0 instructions:   95000003 cycles:   63514349 heartbeat IPC: 1.19408 cumulative IPC: 1.49573 (Simulation time: 0 hr 3 min 3 sec) 
Heartbeat CPU  0 instructions:   96000000 cycles:   64361475 heartbeat IPC: 1.18046 cumulative IPC: 1.49158 (Simulation time: 0 hr 3 min 5 sec) 
Heartbeat CPU  0 instructions:   97000002 cycles:   64996667 heartbeat IPC: 1.57433 cumulative IPC: 1.49238 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  0 instructions:   98000003 cycles:   65640284 heartbeat IPC: 1.55372 cumulative IPC: 1.49299 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  0 instructions:   99000002 cycles:   66292520 heartbeat IPC: 1.53319 cumulative IPC: 1.49338 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  0 instructions:  100000000 cycles:   66877438 heartbeat IPC: 1.70964 cumulative IPC: 1.49527 (Simulation time: 0 hr 3 min 13 sec) 

Warmup complete CPU  0 instructions:  100000002 cycles:   66877440 (Simulation time: 0 hr 3 min 13 sec) 

Heartbeat CPU  0 instructions:  101000001 cycles:   95306254 heartbeat IPC: 0.03518 cumulative IPC: 0.03518 (Simulation time: 0 hr 3 min 29 sec) 
Heartbeat CPU  0 instructions:  102000001 cycles:  109833223 heartbeat IPC: 0.06884 cumulative IPC: 0.04656 (Simulation time: 0 hr 3 min 40 sec) 
Heartbeat CPU  0 instructions:  103000001 cycles:  125043130 heartbeat IPC: 0.06575 cumulative IPC: 0.05158 (Simulation time: 0 hr 3 min 51 sec) 
Heartbeat CPU  0 instructions:  104000000 cycles:  140238846 heartbeat IPC: 0.06581 cumulative IPC: 0.05452 (Simulation time: 0 hr 4 min 2 sec) 
Heartbeat CPU  0 instructions:  105000002 cycles:  150446495 heartbeat IPC: 0.09797 cumulative IPC: 0.05983 (Simulation time: 0 hr 4 min 10 sec) 
Heartbeat CPU  0 instructions:  106000001 cycles:  158871048 heartbeat IPC: 0.11870 cumulative IPC: 0.06522 (Simulation time: 0 hr 4 min 17 sec) 
Heartbeat CPU  0 instructions:  107000003 cycles:  166727350 heartbeat IPC: 0.12729 cumulative IPC: 0.07011 (Simulation time: 0 hr 4 min 23 sec) 
Heartbeat CPU  0 instructions:  108000000 cycles:  170490522 heartbeat IPC: 0.26573 cumulative IPC: 0.07721 (Simulation time: 0 hr 4 min 27 sec) 
Heartbeat CPU  0 instructions:  109000000 cycles:  174153560 heartbeat IPC: 0.27300 cumulative IPC: 0.08390 (Simulation time: 0 hr 4 min 31 sec) 
Heartbeat CPU  0 instructions:  110000001 cycles:  176831915 heartbeat IPC: 0.37336 cumulative IPC: 0.09095 (Simulation time: 0 hr 4 min 34 sec) 
Heartbeat CPU  0 instructions:  111000003 cycles:  180092823 heartbeat IPC: 0.30666 cumulative IPC: 0.09716 (Simulation time: 0 hr 4 min 38 sec) 
Heartbeat CPU  0 instructions:  112000000 cycles:  182795689 heartbeat IPC: 0.36998 cumulative IPC: 0.10352 (Simulation time: 0 hr 4 min 41 sec) 
Heartbeat CPU  0 instructions:  113000002 cycles:  186038521 heartbeat IPC: 0.30837 cumulative IPC: 0.10910 (Simulation time: 0 hr 4 min 46 sec) 
Heartbeat CPU  0 instructions:  114000000 cycles:  189249591 heartbeat IPC: 0.31142 cumulative IPC: 0.11441 (Simulation time: 0 hr 4 min 49 sec) 
Heartbeat CPU  0 instructions:  115000000 cycles:  193653485 heartbeat IPC: 0.22707 cumulative IPC: 0.11832 (Simulation time: 0 hr 4 min 54 sec) 
Heartbeat CPU  0 instructions:  116000000 cycles:  198426117 heartbeat IPC: 0.20953 cumulative IPC: 0.12163 (Simulation time: 0 hr 4 min 59 sec) 
Heartbeat CPU  0 instructions:  117000000 cycles:  204814722 heartbeat IPC: 0.15653 cumulative IPC: 0.12324 (Simulation time: 0 hr 5 min 5 sec) 
Heartbeat CPU  0 instructions:  118000000 cycles:  208106707 heartbeat IPC: 0.30377 cumulative IPC: 0.12745 (Simulation time: 0 hr 5 min 9 sec) 
Heartbeat CPU  0 instructions:  119000000 cycles:  214346472 heartbeat IPC: 0.16026 cumulative IPC: 0.12884 (Simulation time: 0 hr 5 min 14 sec) 
Heartbeat CPU  0 instructions:  120000000 cycles:  217545036 heartbeat IPC: 0.31264 cumulative IPC: 0.13274 (Simulation time: 0 hr 5 min 18 sec) 
Heartbeat CPU  0 instructions:  121000001 cycles:  233473499 heartbeat IPC: 0.06278 cumulative IPC: 0.12605 (Simulation time: 0 hr 5 min 30 sec) 
Heartbeat CPU  0 instructions:  122000001 cycles:  247411252 heartbeat IPC: 0.07175 cumulative IPC: 0.12186 (Simulation time: 0 hr 5 min 39 sec) 
Heartbeat CPU  0 instructions:  123000000 cycles:  249193589 heartbeat IPC: 0.56106 cumulative IPC: 0.12615 (Simulation time: 0 hr 5 min 41 sec) 
Heartbeat CPU  0 instructions:  124000000 cycles:  250679948 heartbeat IPC: 0.67278 cumulative IPC: 0.13057 (Simulation time: 0 hr 5 min 43 sec) 
Heartbeat CPU  0 instructions:  125000000 cycles:  260544985 heartbeat IPC: 0.10137 cumulative IPC: 0.12909 (Simulation time: 0 hr 5 min 49 sec) 
Heartbeat CPU  0 instructions:  126000002 cycles:  268638849 heartbeat IPC: 0.12355 cumulative IPC: 0.12887 (Simulation time: 0 hr 5 min 55 sec) 
Heartbeat CPU  0 instructions:  127000002 cycles:  275008610 heartbeat IPC: 0.15699 cumulative IPC: 0.12973 (Simulation time: 0 hr 6 min 1 sec) 
Heartbeat CPU  0 instructions:  128000000 cycles:  279586384 heartbeat IPC: 0.21845 cumulative IPC: 0.13164 (Simulation time: 0 hr 6 min 5 sec) 
Heartbeat CPU  0 instructions:  129000002 cycles:  285761478 heartbeat IPC: 0.16194 cumulative IPC: 0.13249 (Simulation time: 0 hr 6 min 11 sec) 
Heartbeat CPU  0 instructions:  130000000 cycles:  307739009 heartbeat IPC: 0.04550 cumulative IPC: 0.12455 (Simulation time: 0 hr 6 min 26 sec) 
Heartbeat CPU  0 instructions:  131000000 cycles:  310982491 heartbeat IPC: 0.30831 cumulative IPC: 0.12699 (Simulation time: 0 hr 6 min 29 sec) 
Heartbeat CPU  0 instructions:  132000000 cycles:  312673292 heartbeat IPC: 0.59144 cumulative IPC: 0.13019 (Simulation time: 0 hr 6 min 31 sec) 
Heartbeat CPU  0 instructions:  133000000 cycles:  316493717 heartbeat IPC: 0.26175 cumulative IPC: 0.13220 (Simulation time: 0 hr 6 min 34 sec) 
Heartbeat CPU  0 instructions:  134000000 cycles:  327527587 heartbeat IPC: 0.09063 cumulative IPC: 0.13044 (Simulation time: 0 hr 6 min 41 sec) 
Heartbeat CPU  0 instructions:  135000002 cycles:  333914148 heartbeat IPC: 0.15658 cumulative IPC: 0.13107 (Simulation time: 0 hr 6 min 47 sec) 
Heartbeat CPU  0 instructions:  136000000 cycles:  339697585 heartbeat IPC: 0.17291 cumulative IPC: 0.13196 (Simulation time: 0 hr 6 min 52 sec) 
Heartbeat CPU  0 instructions:  137000000 cycles:  343999948 heartbeat IPC: 0.23243 cumulative IPC: 0.13351 (Simulation time: 0 hr 6 min 56 sec) 
Heartbeat CPU  0 instructions:  138000001 cycles:  353418445 heartbeat IPC: 0.10617 cumulative IPC: 0.13262 (Simulation time: 0 hr 7 min 4 sec) 
Heartbeat CPU  0 instructions:  139000000 cycles:  373269422 heartbeat IPC: 0.05038 cumulative IPC: 0.12729 (Simulation time: 0 hr 7 min 17 sec) 
Heartbeat CPU  0 instructions:  140000000 cycles:  375184427 heartbeat IPC: 0.52219 cumulative IPC: 0.12974 (Simulation time: 0 hr 7 min 19 sec) 
Heartbeat CPU  0 instructions:  141000000 cycles:  376797563 heartbeat IPC: 0.61991 cumulative IPC: 0.13229 (Simulation time: 0 hr 7 min 21 sec) 
Heartbeat CPU  0 instructions:  142000000 cycles:  382865064 heartbeat IPC: 0.16481 cumulative IPC: 0.13292 (Simulation time: 0 hr 7 min 25 sec) 
Heartbeat CPU  0 instructions:  143000000 cycles:  391780778 heartbeat IPC: 0.11216 cumulative IPC: 0.13235 (Simulation time: 0 hr 7 min 32 sec) 
Heartbeat CPU  0 instructions:  144000000 cycles:  398186386 heartbeat IPC: 0.15611 cumulative IPC: 0.13281 (Simulation time: 0 hr 7 min 37 sec) 
Heartbeat CPU  0 instructions:  145000002 cycles:  404442610 heartbeat IPC: 0.15984 cumulative IPC: 0.13331 (Simulation time: 0 hr 7 min 42 sec) 
Heartbeat CPU  0 instructions:  146000003 cycles:  408086642 heartbeat IPC: 0.27442 cumulative IPC: 0.13481 (Simulation time: 0 hr 7 min 46 sec) 
Heartbeat CPU  0 instructions:  147000002 cycles:  422584029 heartbeat IPC: 0.06898 cumulative IPC: 0.13213 (Simulation time: 0 hr 7 min 57 sec) 
Heartbeat CPU  0 instructions:  148000000 cycles:  437545576 heartbeat IPC: 0.06684 cumulative IPC: 0.12950 (Simulation time: 0 hr 8 min 7 sec) 
